# Supplementary Dataset S13. This tab delmited table contains the results of the aseQTL linkage results of the 4133 antisense traits at 5% FDR.
#
# This tab delmited table is the results of the aseQTL linkage results
# of the 4133 antisense traits at 5% FDR. Each row correspond
# to one linkage between a target antisense trait and its aseQTL. When 
# a trait was linked to more several locus correlated more than 0.8
# we considered that it corresponded to a single QTL, which position
# could not be determined. they were regroup.
# Here each row correpond to a group and the different location 
# of the grouped QTL are separated with coma.
#
# First field is the name of antisense trait (target)
# Next 3 fields are the coordiante of the QTL as a
# genomic interval.  Note that each QTL is considered
# as spanning in between the first non linked variant.
# last field is an indicater of whether the linkage correspong to 
# a cis or a trans linakge 
# 
# if you have questions mail: 
# mathieu.clement-ziza(at)uni-koeln.de
# andreas.beyer(at)uni-koeln.de
# j.bahler(at)ucl.ac.uk
#
target	chromosome	start	end	qtl_type
SPCC1919.14c	chromosome_3	2087770	2123837	trans
SPCC1919.15	chromosome_1,chromosome_1	2665053,4602196	2926804,4949138	trans
SPCC23B6.01c	chromosome_1	3556754	3745734	trans
SPCC23B6.01c	chromosome_1	4325746	4364759	trans
SPCC23B6.03c	chromosome_2	2312083	2330408	trans
SPCC24B10.04	chromosome_1	1663041	1666321	trans
SPCC24B10.07	chromosome_1	2479545	2528993	trans
SPCC24B10.08c	chromosome_3	2102509	2119802	trans
SPCC24B10.14c	chromosome_3	2087770	2119802	trans
SPCC24B10.15	chromosome_1	2925637	3318540	trans
SPCC24B10.22	chromosome_3	2087770	2123837	trans
SPCC285.09c	chromosome_3	2087770	2119802	trans
SPCC285.13c	chromosome_1	2648315	2661698	trans
SPCC285.13c	chromosome_3	2084276	2123837	trans
SPCC285.16c	chromosome_1	2526720	2536026	trans
SPCC297.05	chromosome_3	2084276	2119802	trans
SPCC306.03c	chromosome_1,chromosome_1	2665053,4602196	2926804,4949138	trans
SPCC306.03c	chromosome_3	2078298	2123837	trans
SPCC306.04c	chromosome_2	4221110	4227280	trans
SPCC306.08c	chromosome_1	314269	351533	trans
SPCC306.08c	chromosome_2	1455394	1494128	trans
SPCC306.09c	chromosome_3	2087770	2119802	trans
SPCC31H12.06	chromosome_1	619866	749810	trans
SPCC31H12.08c	chromosome_3	2084276	2119802	trans
SPCC320.03	chromosome_3	2087770	2119802	trans
SPCC320.04c	chromosome_3	2101294	2119802	trans
SPCC320.09	chromosome_2	3635637	3712576	trans
SPCC320.10	chromosome_3	2084276	2123837	trans
SPCC320.13c	chromosome_3	2078298	2119802	trans
SPCC330.04c	chromosome_1,chromosome_1	2665053,4602196	2950891,4949138	trans
SPCC330.05c	chromosome_3	2087770	2123837	trans
SPCC330.12c	chromosome_3	2084276	2119802	trans
SPCC330.13	chromosome_2	4222004	4290322	trans
SPCC338.04	chromosome_3	2087770	2119802	trans
SPCC338.08	chromosome_3	2087770	2123837	trans
SPCC338.13	chromosome_1	2810876	2955088	trans
SPCC338.16	chromosome_3	2101294	2119802	trans
SPCC338.17c	chromosome_3	2084276	2119802	trans
SPCC364.01	chromosome_1	3443342	3556754	trans
SPCC364.02c	chromosome_3	2087770	2123837	trans
SPCC364.04c	chromosome_3	2087770	2123837	trans
SPCC364.05	chromosome_3	2087770	2119802	trans
SPCC417.03	chromosome_1	3315647	3442884	trans
SPCC417.06c	chromosome_1,chromosome_1	2665053,4602196	2950891,4949138	trans
SPCC417.07c	chromosome_3	2087770	2123837	trans
SPCC4B3.01	chromosome_3	2087770	2119802	trans
SPCC4B3.04c	chromosome_3	2101294	2119802	trans
SPCC4B3.09c	chromosome_3	2087770	2123837	trans
SPCC4B3.17	chromosome_3	2101294	2119802	trans
SPCC4E9.01c	chromosome_1,chromosome_1	2665053,4602196	2955088,4949138	trans
SPCC4E9.01c	chromosome_3	2101294	2119802	trans
SPCC4F11.03c	chromosome_3	2084276	2119802	trans
SPCC4G3.02	chromosome_3	2101294	2123837	trans
SPCC4G3.05c	chromosome_3	2101294	2119802	trans
SPCC4G3.06c	chromosome_3	2101294	2104480	trans
SPCC4G3.07c	chromosome_3	2078298	2093353	trans
SPCC4G3.15c	chromosome_3	2101294	2119802	trans
SPCC4G3.18	chromosome_3	2101294	2104480	trans
SPCC548.05c	chromosome_3	224356	229552	cis
SPCC550.03c	chromosome_3	2087770	2123837	trans
SPCC550.07	chromosome_1	749810	763187	trans
SPCC550.10	chromosome_1	2893934	2905076	trans
SPCC550.14	chromosome_3	2084276	2123837	trans
SPCC550.15c	chromosome_3	2101294	2119802	trans
SPCC553.01c	chromosome_3	2087770	2123837	trans
SPCC553.07c	chromosome_3	2087770	2119802	trans
SPCC553.08c	chromosome_3	2101294	2119802	trans
SPCC553.09c	chromosome_3	210364	228913	trans
SPCC553.10	chromosome_3	2101294	2119802	trans
SPCC569.03	chromosome_3	2347226	2452883	trans
SPCC569.04	chromosome_3	2388524	2452883	trans
SPCC576.05	chromosome_3	2087770	2119802	cis
SPCC576.06c	chromosome_3	2087770	2123837	cis
SPCC576.07	chromosome_1	2292434	2339902	trans
SPCC576.07	chromosome_2	4289304	4442863	trans
SPCC584.01c	chromosome_3	2101294	2123837	trans
SPCC584.03c	chromosome_3	2075876	2081191	trans
SPCC584.05	chromosome_3	1525844	1555043	cis
SPCC584.05	chromosome_3	2087770	2123837	trans
SPCC584.14	chromosome_3	676403	681957	trans
SPCC584.14	chromosome_3	2102509	2119802	trans
SPCC594.01	chromosome_2	752796	775513	trans
SPCC594.02c	chromosome_3	2087770	2119802	trans
SPCC594.03	chromosome_1	2893934	2905076	trans
SPCC5E4.03c	chromosome_3	2102509	2119802	trans
SPCC5E4.04	chromosome_3	2084276	2119802	trans
SPCC5E4.06	chromosome_3	2087770	2123837	trans
SPCC61.01c	chromosome_3	2084276	2123837	trans
SPCC61.04c	chromosome_2	852801	903483	trans
SPCC613.02	chromosome_1	2937800	3318540	trans
SPCC613.03	chromosome_3	2087770	2119802	trans
SPCC613.04c	chromosome_3	2087770	2123837	trans
SPCC613.07	chromosome_1	2937800	3326503	trans
SPCC613.12c	chromosome_3	2102509	2123837	trans
SPCC622.09	chromosome_3	2084276	2119802	trans
SPCC622.10c	chromosome_3	2087770	2123837	trans
SPCC622.13c	chromosome_3	2101294	2123837	trans
SPCC622.14	chromosome_3	2084276	2119802	trans
SPCC622.15c	chromosome_3	2087770	2119802	trans
SPCC622.16c	chromosome_1	3321289	3442884	trans
SPCC622.19	chromosome_1,chromosome_1	2665053,4602196	2955088,4949138	trans
SPCC622.19	chromosome_3	2102509	2119802	trans
SPCC63.07	chromosome_2	3635637	3712576	trans
SPCC63.08c	chromosome_3	2087770	2123837	trans
SPCC63.11	chromosome_3	2084276	2119802	trans
SPCC63.12c	chromosome_1	3315647	3326503	trans
SPCC63.13	chromosome_2	852801	903483	trans
SPCC63.13	chromosome_2	3635637	3712576	trans
SPCC645.02	chromosome_3	2101294	2123837	trans
SPCC645.04	chromosome_2	852801	903483	trans
SPCC645.05c	chromosome_3	2087770	2119802	trans
SPCC645.07	chromosome_3	2087770	2123837	trans
SPCC645.11c	chromosome_3	2102509	2119802	trans
SPCC645.12c	chromosome_3	2102509	2119802	trans
SPCC645.13	chromosome_3	2101294	2123837	trans
SPCC663.03	chromosome_1	4463093	4611044	trans
SPCC663.07c	chromosome_3	2084276	2123837	trans
SPCC663.10	chromosome_1,chromosome_1	2665053,4602196	3318540,4949138	trans
SPCC70.02c	chromosome_3	2102509	2123837	trans
SPCC70.04c	chromosome_3	2101294	2123837	trans
SPCC70.06	chromosome_3	2087770	2123837	trans
SPCC70.07c	chromosome_3	2087770	2119802	trans
SPCC736.02	chromosome_3	2078298	2123837	trans
SPCC736.03c	chromosome_3	2087770	2123837	trans
SPCC736.06	chromosome_2	1305421	1314587	trans
SPCC736.06	chromosome_3	2087770	2123837	trans
SPCC736.09c	chromosome_1	3315647	3326503	trans
SPCC736.09c	chromosome_3	2087770	2123837	trans
SPCC736.11	chromosome_3	2084276	2123837	trans
SPCC736.14	chromosome_3	2087770	2119802	trans
SPCC737.05	chromosome_3	2101294	2123837	trans
SPCC737.06c	chromosome_3	2101294	2119802	trans
SPCC737.08	chromosome_3	2087770	2119802	trans
SPCC737.09c	chromosome_3	2101294	2119802	trans
SPCC74.01	chromosome_3	2084276	2119802	trans
SPCC757.02c	chromosome_3	2102509	2123837	trans
SPCC757.03c	chromosome_1	3315647	3326503	trans
SPCC757.03c	chromosome_3	2087770	2119802	trans
SPCC757.04	chromosome_3	2087770	2119802	trans
SPCC757.05c	chromosome_3	2087770	2123837	trans
SPCC757.06	chromosome_1	2937800	3307217	trans
SPCC757.08	chromosome_3	2101294	2119802	trans
SPCC777.06c	chromosome_3	2087770	2123837	trans
SPCC777.08c	chromosome_1	3315647	3557103	trans
SPCC777.08c	chromosome_3	2087770	2119802	trans
SPCC777.09c	chromosome_2	3635637	3712576	trans
SPCC777.11	chromosome_3	2087770	2119802	trans
SPCC790.02	chromosome_1	2950891	3456618	trans
SPCC790.03	chromosome_3	2087770	2101881	trans
SPCC794.01c	chromosome_3	224356	234982	cis
SPCC794.06	chromosome_1	2559665	2573658	trans
SPCC794.08	chromosome_3	2087770	2119802	trans
SPCC794.11c	chromosome_2	3735247	3759342	trans
SPCC825.01	chromosome_3	2102509	2123837	trans
SPCC830.11c	chromosome_3	2087770	2123837	trans
SPCC895.04c	chromosome_1	3315647	3326503	trans
SPCC895.07	chromosome_3	2084276	2119802	trans
SPCC962.01	chromosome_3	2087770	2119802	trans
SPCC962.02c	chromosome_3	2087770	2119802	trans
SPCC962.03c	chromosome_3	2078298	2119802	trans
SPCC962.06c	chromosome_3	2087770	2123837	trans
SPCC965.06	chromosome_3	2084276	2123837	trans
SPCC965.08c	chromosome_1	2810876	2950891	trans
SPCC970.01	chromosome_3	2087770	2119802	trans
SPCC970.02	chromosome_1	2479545	2547852	trans
SPCC970.04c	chromosome_3	2078298	2119802	trans
SPCC970.07c	chromosome_3	2084276	2119802	trans
SPCC970.08	chromosome_3	2084276	2093353	trans
SPCC970.09	chromosome_3	2101294	2119802	trans
SPCC970.10c	chromosome_3	2101294	2119802	trans
SPCC970.12	chromosome_1	3321289	3456618	trans
SPCP1E11.03	chromosome_3	2101294	2119802	trans
SPCP1E11.06	chromosome_3	2087770	2123837	trans
SPCP1E11.08	chromosome_3	2084276	2119802	trans
SPCP25A2.02c	chromosome_3	2102509	2119802	trans
SPCP25A2.03	chromosome_3	2087770	2123837	trans
SPCP31B10.03c	chromosome_3	2087770	2119802	trans
SPCP31B10.06	chromosome_1	3443342	3556754	trans
SPCPB1C11.02	chromosome_2	3827447	3858377	trans
SPCPJ732.02c	chromosome_3	2084276	2123837	trans
SPMIT.06	chromosome_1	4323910	4366536	trans
SPNCRNA.1652	chromosome_3	2101294	2104480	trans
SPNCRNA.489	chromosome_1	3440649	3816912	trans
