FILE NAME,Microbial-Protocol-high-OTR_20220504_135030-cc-parentaltest.csv
PROTOCOL,Microbial-Protocol-high-OTR
FILE_VERSION,3.3
DATE START,4.5.2022,13:52:04
DATE END,4.5.2022,13:52:04
DEVICE,BL045-CX_0CFD20
USER,ben,COMMENT,no comment available
PLATETYPE,MTP-48-Flowerplate,LOT,UNKOWN
MTP ROWS,6
MTP COLUMNS,8
FILTERSETS,1

FILTERSET,FILTERNAME,EX [nm],EM [nm],LAYOUT,FILTERNO,GAIN,PHASESTATISTICSSIGMA,SIGNALQUALITYTOLERANCE,REFERENCE VALUE,Process Parameters,,Calibration Parameters,,,,Criterion Parameters,,
1,Biomass,620,620,48MTP,1,30,1,0,100,SET TEMPERATURE [C],32,Phi0,66.16,Biomass Slope,0.044,CRITERION,,
,,,,,,,,,,SET HUMIDITY [%],85,Phi100,38.81,Biomass Offset,5,FI,,
,,,,,,,,,,SET O2 [%],20.95,Phi.min,57.17,Biomass Unit,OD600 [-],FJ,,
,,,,,,,,,,SET CO2 [%],0,Phi.max,18.04,,,FACTOR,0,
,,,,,,,,,,SET SHAKER FREQUENCY [rpm],1000,pH0,6.49,,,S0,NaN,
,,,,,,,,,,SET CYCLE TIME [min],10,dpH,0.53,,,EXTRA INFO,,
,,,,,,,,,,SET EXP TIME [h],1193,Temp. Compensation for pH Calibration,True,Temp. pH [C],32,,,
,,,,,,,,,,,,Temp. Compensation for pO2 Calibration,True,Temp. pO2 [C],32,,,

WELL No.,CONTENT,DESCRIPTION,CHANNEL,
,,,READING ->,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268
E02,X34,,1,52.273,52.354,52.44,52.73,53.283,53.529,55.066,56.078,57.503,58.446,61.116,62.309,64.09,65.418,67.495,69.541,71.17,72.473,73.743,75.785,77.163,77.514,78.787,80.018,81.319,82.494,83.566,84.64,87.893,88.175,90.067,91.386,92.501,93.748,94.984,96.251,98.088,100.54,102.273,103.328,107.363,107.984,110.469,115.396,117.181,123.687,124.638,124.001,128.268,136.823,141.829,131.335,137.242,140.25,160.883,177.156,185.721,207.885,196.901,200.701,207.019,211.849,216.422,221.247,225.407,229.3,231.898,232.243,229.343,223.842,218.668,215.693,212.865,210.583,209.181,208.502,209.195,209.557,208.477,210.34,208.972,209.14,209.043,210.185,213.122,208.744,210.948,213.34,217.252,214.297,215.545,212.685,214.299,212.498,216.188,214.464,214.559,214.122,216.778,215.225,214.582,211.737,215.764,217.785,217.149,214.923,214.142,216.031,215.425,218.221,215.264,221.098,216.352,216.047,217.677,218.192,219.391,221.743,219.156,220.51,222.15,220.116,221.995,224.037,219.446,221.82,222.869,221.796,224.321,221.596,223.408,226.709,223.709,225.008,226.482,226.003,225.63,228.739,227.662,227.326,231.304,227.95,229.492,228.816,228.877,230.504,230.453,229.232,230.062,227.296,228.583,225.861,228.172,226.762,228.936,232.168,230.263,232.669,236.819,237.539,242.125,244.618,244.748,246.113,250.159,249.328,250.697,250.603,251.808,255.02,258.194,256.91,256.327,260.085,256.871,261.239,263.244,258.978,262.342,265.572,261.931,264.335,266.267,264.817,267.837,268.414,269.657,270.778,269.923,269.886,270.593,269.83,271.327,274.796,271.727,273.274,272.178,274.565,273.812,274.614,274.697,274.835,275.083,277.505,276.69,275.368,280.009,280.551,279.794,280.947,279.235,279.136,279.071,281.767,281.595,282.077,279.29,280.29,280.945,281.983,285.022,283.357,283.668,285.17,284.528,286.024,286.323,287.016,289.263,285.482,289.501,286.82,288.437,290.356,291.345,290.652,289.41,290.547,293.057,293.215,293.481,294.928,295.959,297.088,298.103,297.239,299.798,298.735,298.345,298.447,297.39,299.314,302.529,300.203,302.46,304.068,302.09,305.132,306.303,306.185,310.134,304.896,309.595,305.978,310.442,311.407,309.701,313.631
E03,X35,,1,57.411,56.99,56.78,57.082,57.955,57.712,57.775,58.442,58.283,59.151,59.774,60.724,60.985,61.166,62.3,63.317,63.256,63.94,64.742,65.204,65.855,67.303,67.526,69.052,69.852,71.365,71.663,72.211,73.448,74.334,76.029,77.151,77.635,78.791,80.902,81.26,83.461,84.584,86.511,88.104,88.549,92.419,92.539,94.005,96.057,98.327,100.56,101.69,104.237,108.037,109.023,112.32,114.838,117.009,120.53,121.244,124.479,126.685,127.275,130.751,132.467,136.629,140.379,144.586,142.945,146.208,149.145,152.641,155.88,156.819,157.358,163.99,161.35,166.617,167.947,169.649,170.635,174.404,177.286,180.008,181.681,183.382,184.791,184.808,186.589,187.319,188.261,186.53,185.806,185.583,183.735,182.02,182.457,181.662,185.698,185.914,186.352,185.993,186.094,186.95,188.732,190.462,190.54,189.835,192.026,191.643,192.497,190.919,192.095,191.037,190.659,192.575,192.008,191.762,192.38,193.708,193.571,193.457,193.179,195.625,194.115,194.769,196.843,195.69,195.369,197.486,196.923,197.95,197.172,198.491,198.202,198.907,198.883,198.908,200.582,200.116,199.867,200.704,200.2,201.99,200.764,203.013,202.79,202.245,202.148,203.939,203.508,202.057,204,204.078,205.225,205.855,205.721,205.808,205.967,209.846,207.373,206.965,206.965,207.942,209.031,209.274,208.627,210.003,209.723,209.812,209.939,211.804,211.336,212.139,213.517,213.828,213.923,216.252,213.623,214.387,214.564,215.384,215.655,216.283,216.936,216.495,216.252,217.665,218.039,218.705,218.356,218.486,219.556,219.764,218.759,220.525,221.149,221.224,221.294,222.306,223.012,222.536,222.41,223.353,223.561,224.114,224.468,224.4,225.287,225.893,225.163,226.768,226.125,227.591,227.951,227.2,227.333,228.705,229.239,229.18,229.294,229.279,229.04,229.557,230.874,229.883,229.633,230.17,229.726,231.43,230.144,231.293,231.184,231.398,231.231,231.268,231.95,231.084,230.691,230.883,230.519,229.925,229.183,229.026,229.421,228.999,228.271,227.157,226.943,226.149,224.823,224.287,223.79,223.656,222.276,222.854,221.705,222.239,220.927,221.29,221.019,221.661,220.491,221.773,220.865,221.877,221.798,221.242,221.849,222.31,222.262,222.497
E04,X36,,1,61.81,62.491,63.695,65.221,65.862,67.099,68.062,69.723,70.651,72.774,74.777,76.49,79.084,80.944,82.627,83.573,87.568,92.209,93.543,97.098,99.768,103.561,108.093,109.222,114.182,118.933,122.164,126.561,133.598,135.162,140.147,146.687,153.4,157.247,162.254,171.654,175.411,184.328,192.186,199.729,214.918,222.191,226.595,239.702,243.472,247.03,254.325,253.128,256.041,256.537,258.986,257.405,255.419,255.926,257.251,257.972,256.491,260.819,264,265.779,264.555,268.192,268.586,269.681,271.019,271.256,268.248,271.242,270.969,270.06,272.02,273.717,277.109,277.089,276.193,278.403,279.561,280.305,284.701,285.014,285.044,288.758,288.853,291.474,293.691,291.987,294.081,292.879,291.776,292.216,292.513,295.252,292.368,293.092,294.398,295.423,290.704,292.796,290.934,291.544,290.039,290.119,289.705,290.557,287.862,291.173,290.563,291.695,292.543,293.915,292.202,292.884,293.438,294.12,294.636,294.879,294.616,295.168,296.021,296.623,297.955,296.082,298.912,298.607,299.668,297.338,298.64,298.013,299.296,301.151,298.713,298.512,298.299,297.568,298.323,297.957,298.06,301.106,298.871,300.319,297.672,298.333,298.762,300.041,300.146,299.314,303.679,299.798,301.153,304.99,305.143,303.724,302.877,302.668,305.593,309.217,305.235,304.287,304.697,305.392,306.662,306.983,306.273,306.101,305.072,307.235,306.019,307.07,306.761,306.225,305.876,306.153,307.944,310.631,303.38,308.668,306.321,307.927,308.889,307.327,305.449,307.1,304.69,307.512,307.381,306.579,305.984,307.085,309.035,307.059,305.309,310.146,307.764,307.674,307.185,306.455,305.093,306.21,305.363,304.462,305.638,305.633,306.761,306.43,305.563,305.136,304.654,306.349,304.958,305.836,305.225,306.071,304.321,308.191,305.232,308.073,305.201,306.444,305.953,307.246,305.59,306.775,307.314,306.114,308.67,307.087,305.221,306.494,307.689,305.767,305.808,304.931,307.195,306.615,307.245,307.401,306.585,308.123,307.059,309.463,306.728,309.392,306.806,308.189,307.73,308.3,308.04,307.158,307.922,309.444,308.396,310.433,308.827,308.93,311.092,309.163,310.345,308.577,310.973,309.222,310.564,309.628,309.797,309.886,311.656,312.469,311.841,311.199
E05,X37,,1,66.64,66.884,69.281,71.322,73.672,73.644,77.393,77.602,75.747,75.695,82.04,78.402,85.016,89.295,90.408,84.6,87.238,99.738,85.639,103.199,95.879,100.935,108.337,102.052,104.842,107.895,116.104,109.86,110.881,118.602,115.835,115.481,114.15,132.609,138.968,158.218,128.524,143.262,159.288,161.675,186.486,163.982,165.365,154.137,168.058,179.825,181.724,182.784,206.839,184.102,206.338,178.013,180.561,216.185,203.527,183.473,200.019,193.569,224.089,187.93,200.775,187.78,197.836,214.149,208.327,183.379,196.407,198.923,197.077,220.888,205.944,200.07,212.056,204.961,224.549,220.055,218.282,210.445,226.293,219.191,212.175,220.683,209.711,219.386,232.157,227.536,240.403,237.462,230.753,239.471,246.451,234.94,240.452,235.757,254.902,251.569,253.418,250.156,252.773,255.18,257.392,259.198,259.246,263.506,260.296,260.891,266.608,260.724,251.737,255.929,254.98,257.929,252.629,257.335,268.183,259.767,268.27,273.232,257.4,262.852,261.951,268.371,264.264,264.234,271.721,266.414,265.432,268.3,269.211,265.027,271.302,272.637,268.1,276.161,262.207,275.585,275.35,274.966,269.791,279.493,271.226,272.926,271.122,267.945,267.1,272.355,272.867,272.406,273.46,283.569,286.296,274.783,279.141,278.275,269.856,280.997,270.607,283.604,276.508,280.613,277.164,275.091,282.733,278.862,276.5,279.57,274.563,281.161,281.555,276.531,282.69,274.792,275.932,281.597,274.612,276.959,278.09,278.117,280.036,288.649,289.316,284.814,282.942,283.416,279.88,291.361,280.334,282.086,289.479,279.28,278.651,286.679,287.417,287.081,289.651,285.339,282.187,291.464,286.344,286.659,290.332,288.316,285.123,292.52,288.792,286.456,288.384,291.138,288.283,286.774,291.205,289.877,296.064,295.661,293.243,294.156,292.673,291.762,292.353,289.876,296.521,296.786,295.667,292.047,289.667,300.571,289.732,284.793,288.333,288.848,298.321,295.064,288.952,285.629,288.774,293.989,291.191,286.53,288.008,280.186,281.441,286.893,282.793,291.938,290.357,291.413,280.577,281.814,283.979,286.217,280.779,283.906,284.518,287.138,290.39,288.617,286.415,286.272,287.128,282.982,285.232,281.689,285.328,289.501,279.613,283.276,288.161,280.306
E06,X38,,1,45.897,46.853,47.23,47.468,47.748,48.141,48.494,49.325,49.752,50.665,51.432,52.029,52.87,53.359,53.923,55.179,56.41,57.467,58.342,59.895,61.071,62.421,63.717,64.615,66.624,68.092,69.737,71.734,73.77,74.269,76.867,78.725,82.148,83.257,86.205,89.07,92.553,97.819,98.512,102.611,106.992,111.702,115.821,117.837,122.104,127.253,133.176,137.808,141.418,147.383,155.475,161.549,167.155,172.86,179.895,185.718,192.889,201.093,208.853,215.453,227.846,235.969,243.159,248.086,249.798,250.827,255.074,254.638,255.171,251.994,250.797,249.891,251.522,253.918,257.929,258.249,262.375,263.471,265.62,266.377,269.784,269.793,267.773,268.011,269.246,271.28,269.092,269.009,270.388,271.6,271.662,270.182,272.697,273.93,276.109,276.902,277.054,278.6,278.6,281.779,283.646,282.354,286.67,287.633,286.698,288.962,292.153,290.372,290.012,288.728,289.596,291.814,288.541,288.348,290.487,290.274,287.478,292.294,288.161,289.321,287.722,290.927,287.128,287.886,288.407,291.011,290.313,291.558,290.162,291.34,291.684,293.221,291.159,293.266,291.923,293.183,292.559,291.972,293.649,295.239,297.254,298.282,296.772,299.306,295.072,298.45,297.051,297.572,296.631,297.255,296.898,294.865,297.025,296.873,297.077,301.631,295.67,296.757,296.834,296.808,297.512,299.556,299.516,295.824,300.049,299.681,301.104,300.966,301.398,302.185,301.278,304.048,301.606,307.089,302.879,304.232,304.141,304.853,302.561,303.655,304.557,307.138,307.537,307.74,304.31,305.312,306.515,304.224,306.281,306.545,306.074,307.321,306.332,306.894,305.282,307.199,305.106,305.707,304.305,306.962,305.866,307.278,306,307.408,306.679,306.429,309.462,303.304,305.603,305.393,305.819,304.781,307.823,306.359,306.278,303.769,304.798,306.734,306.86,304.779,305.061,307.002,304.333,304.606,303.468,304.029,305.121,306.369,305.34,304.172,305.141,304.026,304.521,305.048,304.912,304.101,303.085,303.704,302.601,305.401,304.428,302.324,303.909,305.307,303.982,305.45,304.063,303.424,303.85,306.739,303.32,304.081,304.268,305.134,306.163,303.284,306.395,306.132,305.632,306.818,306.047,304.972,306.395,305.118,304.701,306.588,307.219,306.74
E07,X39,,1,61.435,62.237,63.201,63.423,64.828,67.579,64.683,64.42,63.19,62.777,63.286,59.491,64.961,64.064,65.012,60.452,63.396,66.649,64.309,66.021,59.113,65.983,59.549,61.639,61.025,57.477,55.959,57.362,59.673,56.756,55.262,56.772,53.716,53.587,56.548,53.835,53.398,52.247,52.792,51.331,51.152,51.41,51.647,50.383,50.077,50.414,50.997,50.306,51.269,49.678,50.001,49.872,49.292,49.928,49.871,49.695,49.367,49.311,49.412,49.216,49.487,49.412,49.582,48.964,49.374,49.001,49.374,49.342,49.241,49.222,49.204,48.938,49.405,49.222,48.545,48.848,49.259,49.284,49.146,48.982,48.693,49.172,48.87,49.078,48.99,49.122,48.909,48.997,48.652,49.079,48.89,48.985,48.971,48.939,49.247,48.636,48.782,48.757,48.883,48.99,48.775,49.001,49.007,49.253,49.082,48.95,49.298,48.813,49.066,48.839,49.021,49.041,49.053,49.148,49.073,48.942,49.293,49.08,48.74,48.966,48.827,48.922,48.72,49.174,48.767,48.792,48.749,48.943,48.779,48.94,48.889,48.864,48.932,49.412,48.524,49.128,49.304,48.868,49.108,48.721,48.999,48.77,49.056,48.771,48.828,49.138,49.118,48.998,48.914,49.009,48.818,48.845,48.858,48.71,49.079,49.315,48.771,49.257,48.668,48.866,49.18,49.021,49.047,48.791,48.917,48.929,49.185,49.242,49.011,49.416,49.108,49.449,49.102,49.943,48.922,48.981,49.013,49.013,49.219,48.754,49.277,49.303,49.163,48.764,49.443,48.809,49.039,49.267,49.047,49.016,49.161,48.803,48.658,49.267,48.895,49.04,48.977,49.072,49.084,48.837,49.064,49.241,49.056,49.411,49.386,49.234,49.076,48.856,49.215,49.247,49.336,49.19,49.121,48.982,49.242,49.299,49.116,49.424,49.059,49.242,49.198,49.519,49.192,49.179,49.312,49.118,49.487,48.979,49.098,49.249,49.148,49.23,49.431,49.243,49.594,49.318,49.117,49.387,49.13,49.588,49.833,49.192,49.381,48.98,49.325,49.444,49.444,49.494,49.092,49.399,49.406,49.494,49.273,49.538,49.519,49.411,49.532,49.5,49.627,49.418,49.525,49.614,49.57,49.304,49.494,49.468,49.652,49.323
E08,X40,,1,37.668,37.64,38.339,38.274,38.162,38.274,38.976,38.469,38.591,38.817,39.201,39.321,38.886,39.466,39.184,38.611,38.602,38.913,39.32,39.36,39.004,39.257,39.451,39.066,39.372,38.943,39.022,39.181,40.01,39.474,39.265,39.466,39.352,39.402,39.119,39.32,39.181,39.102,39.392,39.475,39.382,39.334,39.044,39.465,39.509,39.181,38.945,39.163,39.298,39.333,39.306,39.393,39.351,39.326,39.207,39.078,39.285,39.199,38.951,39.184,39.282,39.671,39.262,39.03,39.224,39.355,39.334,39.517,39.413,39.489,39.217,39.259,39.997,39.595,39.792,39.562,39.333,39.669,39.314,39.41,39.789,39.519,39.502,39.147,39.291,39.436,39.182,40.002,39.849,39.638,39.866,39.894,39.545,39.61,39.623,39.653,39.64,39.23,40.073,39.703,39.557,39.519,39.802,39.747,39.995,39.838,39.782,39.981,39.937,39.874,39.943,40.154,40.305,39.603,40.07,39.429,39.507,40.371,40.152,39.866,39.99,39.58,39.791,39.532,39.522,39.67,39.72,39.385,39.658,40.073,39.668,40.449,39.572,40.165,40.071,40.449,40.019,39.961,39.726,39.651,40.188,40.268,39.793,39.94,40.277,40.071,39.971,39.765,40.418,39.924,40.828,39.986,40.157,39.997,40.052,40.769,40.191,39.984,40.727,40.371,39.953,39.83,40.067,40.61,40.423,40.836,40.874,40.859,40.639,40.127,40.81,40.642,40.07,41.279,40.873,40.518,40.679,40.75,40.564,40.811,40.306,40.64,40.419,40.27,40.927,40.751,40.371,41.022,40.86,40.527,41.166,40.78,40.884,40.267,40.714,40.757,40.77,40.642,40.91,40.681,40.716,40.861,40.944,41.148,40.759,40.971,40.789,40.606,40.941,40.879,40.63,41.017,41.105,40.696,40.43,41.032,41.054,41.504,40.723,41.551,41.703,40.802,41.23,40.995,41.039,41.662,41.329,41.268,40.771,40.833,41.208,40.08,41.157,41.32,41.13,41.301,40.724,41.817,40.615,41.816,41.023,41.195,41.255,41.099,41.039,41.27,41.54,41.511,41.048,41.435,40.975,40.853,41.515,41.643,41.683,41.585,40.567,41.254,41.185,41.662,41.921,40.731,41.186,41.831,41.477,41.323,41.408,41.419
F01,X41,,1,50.125,52.1,53.475,55.751,56.969,58.512,60.26,61.594,62.913,64.728,67.188,69.33,71.637,74.237,76.873,78.997,80.087,81.235,81.852,82.983,84.071,83.715,84.469,84.43,85.547,85.69,85.928,87.227,89.104,88.896,90.415,92.289,93.675,96.104,97.739,100.567,102.724,104.828,107.253,110.792,112.64,114.859,116.802,120.48,122.218,124.385,125.602,129.09,130.588,133.472,134.378,136.183,138.3,139.055,140.499,140.966,144.077,144.839,146.264,148.973,150.317,152.318,153.609,155.818,156.239,160.425,162.421,164.06,165.329,165.997,169.413,168.256,171.239,169.22,171.957,169.56,169.265,172.083,170.808,172.763,177.872,177.005,185.395,183.474,187.809,185.896,190.325,189.507,193.316,188.508,192.922,185.93,180.946,179.267,178.031,177.309,172.753,174.427,173.949,174.047,174.319,174.579,179.54,175.316,179.623,179.775,182.072,182.892,187.651,185.082,185.03,189.516,188.106,190.354,190.381,188.714,193.747,192.554,198.816,198.842,197.497,194.039,197.095,196.632,197.524,195.87,196.059,196.361,198.64,199.547,195.632,199.688,198.328,198.442,197.547,197.975,200.813,199.668,198.493,202.408,198.647,199.916,199.901,203.347,203.125,202.273,202.758,204.104,202.713,203.632,207.137,204.304,206.319,205.91,206.49,211.368,209.381,207.388,208.797,211.76,212.141,212.981,213.557,216.739,214.746,218.328,218.816,218.938,217.677,222.046,220.582,224.842,225.829,229.152,226.332,225.722,228.026,228.656,229.705,231.799,231.616,232.662,235.228,235.909,236.11,236.014,237.815,238.997,238.118,239.732,240.522,239.056,242.978,240.973,242.735,243.485,243.951,243.335,244.691,244.703,247.254,247.051,247.221,246.751,248.794,248.298,248.038,251.657,250.024,249.801,251.334,251.555,253.721,252.173,252.725,252.86,253.858,254.602,254.338,256.557,255.36,254.737,254.6,256.319,256.487,257.129,258.302,256.147,257.347,258.553,257.793,259.119,259.924,261.309,260.71,261.533,260.742,261.924,261.71,263.849,264.574,264.519,263.118,264.71,264.773,263.828,264.97,265.446,265.919,265.279,264.457,264.776,265.612,266.505,266.25,268.21,267.714,268.944,269.181,268.723,267.834,268.606,268.687,268.902,269.99,269.274,268.002,271.655
F02,X42,,1,43.567,43.682,43.69,43.764,44.062,44.314,44.741,44.91,44.807,44.974,45.523,45.763,46.017,46.096,46.281,46.762,46.871,46.963,46.88,47.566,47.754,47.969,48.621,48.775,48.866,49.121,49.654,50.246,51.517,51.124,52.362,52.965,53.652,54.063,55.183,56.186,57.379,58.666,61.456,62.189,64.869,66.758,70.073,72.804,75.084,76.623,78.145,79.406,81.323,81.777,83.174,83.95,85.001,85.267,85.969,86.567,87.554,88.029,90.219,90.633,92.188,92.825,93.355,96.126,97.561,100.061,101.579,104.096,106.374,109.718,111.912,114.093,117.565,119.833,123.867,127.389,130.947,136.728,137.112,145.453,146.646,146.017,155.338,146.895,152.96,159.156,164.065,168.451,172.845,160.748,163.55,179.354,202.392,202.791,220.205,217.063,222.328,225.966,229.15,232.348,233.219,230.398,226.676,221.494,216.656,213.293,212.956,215.93,212.542,210.893,209.887,212.262,212.387,211.897,209.215,210.248,210.759,213.498,212.238,211.951,214.745,212.534,214.827,214.533,218.081,215.429,215.256,214.777,215.376,216.276,215.875,216.845,216.632,214.046,216.291,216.732,216.723,219.023,216.839,219.688,217.308,218.191,217.225,220.149,221.139,220.458,219.512,220.521,220.151,222.071,220.682,221.997,222.168,221.26,222.999,229.073,223.498,224.37,223.282,224.752,225.949,226.837,224.35,225.725,228.224,226.229,228.916,230.129,229.29,227.784,232.079,230.504,229.371,231.873,230.131,231.722,231.038,233.165,235.253,231.225,233.757,233.591,233.779,234.411,236.681,234.252,238.156,235.505,238.797,238.276,237.861,238.755,236.623,239.085,243.832,240.661,241.052,238.101,234.69,238.365,235.597,236.772,234.811,237.118,238.557,240.454,238.005,241.461,244.495,242.949,247.664,248.898,251.71,251.908,253.331,255.414,254.097,256.088,257.108,258.634,258.672,260.481,261.292,263.723,264.635,262.016,265.145,266.495,268.086,266.039,269.897,270.418,268.034,269.006,271.683,269.75,272.912,271.679,275.047,275.897,278.11,275.857,277.037,277.052,278.298,277.941,280.138,278.696,281.378,278.881,280.753,282.385,281.029,281.677,280.013,283.661,282.401,284.384,282.065,282.59,284.41,285.156,285.897,284.38,288.818,286.375,286.528,287.741
F03,X43,,1,49.864,49.863,49.382,49.794,50.364,50.712,50.954,50.963,51.614,51.911,53.201,53.338,53.715,54.903,55.431,56.32,57.464,58.179,58.928,59.729,60.725,62.242,63.012,63.794,65.176,66.09,67.053,67.861,69.505,70.377,72.046,72.169,74.94,76.19,77.053,78.794,80.777,82.004,83.495,85.761,88.613,86.975,90.335,94.793,94.889,97.528,98.797,100.916,106.152,105.295,108.82,111.967,112.331,116.556,119.435,122.29,121.21,125.562,128.235,136.644,132.807,135.533,140.505,142.052,144.687,145.83,149.739,154.576,156.842,156.617,156.98,163.549,165.96,166.819,171.261,169.776,172.323,173.922,175.376,177.353,180.659,179.551,179.527,178.213,176.876,174.988,177.49,175.612,175.018,175.576,174.321,175.406,177.712,178.636,178.018,179.479,180.383,179.65,181.903,182.779,181.847,180.5,181.475,181.101,180.85,182.265,182.665,181.557,182.312,182.589,183.708,184.708,184.456,185.109,184.899,186.668,186.445,185.313,185.846,186.953,185.579,185.704,188.077,186.865,187.515,187.738,188.32,189.167,188.967,189.925,189.85,190.139,190.974,190.747,190.845,189.951,189.522,191.809,191.362,192.439,192.574,193.672,193.286,194.249,194.232,192.697,195.85,193.04,195.885,195.349,195.477,195.127,196.703,195.503,196.519,200.226,197.271,197.769,198.397,198.782,200.7,200.659,199.418,200.812,200.383,201.347,200.959,201.168,202.643,203.095,203.832,203.045,204.595,208.422,204.958,204.757,206.244,205.187,205.99,207.282,207.353,208.023,208.054,208.994,209.142,209.493,208.627,210.002,210.803,210.333,210.689,212.213,211.239,211.305,213.315,213.002,214.073,213.716,214.374,214.565,216.161,216.215,216.266,214.602,216.8,218.124,216.978,217.974,218.875,218.376,219.625,218.787,220.303,219.498,220.062,219.906,221.521,222.127,220.93,221.274,221.894,223.295,222.841,223.646,223.909,222.496,223.326,223.343,223.548,224.967,224.172,224.708,225.999,225.028,224.132,224.422,225.388,224.928,224.336,224.863,225.386,225.258,225.035,223.624,224.26,223.915,223.104,222.602,222.294,222.763,221.66,221.03,219.916,218.796,219.827,219.621,219.322,218.152,216.403,217.319,217.486,217.676,218.03,217.17,216.804,217.074,217.476,218.557
F04,X44,,1,54.001,54.268,54.228,54.792,55.473,55.399,55.998,56.654,57.402,58.018,59.021,59.34,59.963,61.116,61.856,63.279,64.095,64.97,66.399,67.617,69.347,69.98,71.143,73.144,75.092,75.883,77.711,79.751,82.3,83.394,85.903,87.733,90.026,93.903,97.739,100.953,102.75,107.639,111.848,115.824,118.172,122.181,127.366,133.165,136.39,138.663,145.557,150.981,156.559,164.708,172.43,175.74,180.763,190.291,198.013,205.125,217.081,224.347,232.301,245.083,248.181,251.394,257.838,253.595,252.739,254.867,255.617,256.371,251.415,253.509,253.319,258.372,258.09,259.793,261.116,263.848,260.687,264.626,263.582,264.936,265.408,266.995,263.92,265.368,264.906,265.801,265.267,267.501,265.541,267.808,269.249,267.164,267.587,273.06,272.711,273.609,273.566,272.722,274.144,273.463,276.484,278.086,276.441,277.253,279.142,277.663,281.072,281.754,281.388,282.42,281.902,280.724,284.69,283.556,283.522,283.786,286.06,286.835,285.374,285.663,288.414,288.073,289.102,287.572,288.745,287.941,290.827,284.189,287.641,286.875,287.313,285.146,289.557,283.704,280.309,282.236,281.848,280.778,283.168,285.016,290.813,292.66,292.957,291.083,293.41,294.711,293.018,298.361,296.592,295.509,298.376,294.941,295.652,295.319,297.472,301.836,297.882,298.396,295.066,299.985,298.497,298.841,298.098,300.183,300.562,297.68,295.315,296.704,297.604,297.862,293.622,289.041,291.816,292.418,287.154,284.537,285.808,287.917,284.957,289.886,290.756,294.316,297.572,299.12,300.16,301.093,299.666,301.412,302.181,304.874,303.941,303.516,304.335,304.288,304.487,304.312,307.098,302.952,306.434,307.53,307.166,308.19,304.999,307.128,305.855,306.061,306.59,304.555,306.742,309.969,306.946,305.553,308.594,305.791,306.568,308.073,306.584,306.029,308.711,303.948,307.013,308.136,306.559,307.975,307.742,306.335,307.652,308.642,309.937,307.199,305.707,304.88,307.961,305.65,307.772,307.237,309.044,309.566,308.843,307.69,306.539,307.911,307.997,309.004,307.592,306.994,309.797,309.194,309.505,310.413,308.949,307.729,308.008,309.548,310.069,307.09,310.852,310.224,309.758,309.171,311.349,309.286,311.567,312.516,310.303,310.597,309.777,314.074
