Probe_Set_ID	Gene_Symbol	Gene_name_1	Gene_name_2	Description	S_cerev_homol	log2_ratio_cdk8mut	log2_ratio_Æmed12	log2_ratio_Æmed15	log2_ratio_med17Æ50	log2_ratio_Æmed18	log2_ratio_Æmed20
1778630_at	SPAC13A11.01c	rga8	SPAC2F7.18c	GTPase activating protein	YFL047W	0	-0.111111111	0.211111111	0.2	0.211111111	0
1773847_at	SPAC13A11.02c	erg11		cytochrome p450 family	YHR007C	-0.155555556	0	0	-0.1	0.066666667	0.033333333
1777615_at	SPAC13A11.03	mcp7	mug32	meiosis specific coiled-coil protein Mcp7	YGL183C	-1.055555556	-0.966666667	-1.455555556	0.9	1.266666667	0.366666667
1775586_at	SPAC13A11.04c	ubp8		ubiquitin C-terminal hydrolase	YMR223W	-0.066666667	0	1.033333333	1.275	0.666666667	0.355555556
1777103_at	SPAC13A11.05	SPAC13A11.05		peptidase family M17	NONE	0.055555556	0	0	-0.275	-0.111111111	0
1779043_at	SPAC13A11.06	SPAC13A11.06	SPAC3H8.01	pyruvate decarboxylase	YDL080C|YGR087C|YLR044C|YLR134W	0.533333333	0.066666667	0	0	-0.188888889	-0.677777778
1771039_at	SPAC13C5.01c	SPAC13C5.01c	SPAC31A2.17c	20S proteasome component alpha 3	YGR135W	0	0	0.1	0	0.377777778	0.188888889
1769505_at	SPAC13C5.02	dre4		WW domain	YPR152C	0	0	0	0.35	0.288888889	0
1777568_at	SPAC13C5.03	tht1		nuclear membrane protein involved in karyogamy	YMR065W	1	0.777777778	0.722222222	0	0.655555556	0.033333333
1778258_at	SPAC13C5.04	SPAC13C5.04		glutamine amidotransferase	YLR126C	-0.122222222	-0.911111111	0.333333333	0.025	0.811111111	0.377777778
1770969_at	SPAC13C5.05c	SPAC13C5.05c		N-acetylglucosamine-phosphate mutase	YEL058W	0	-0.055555556	1.211111111	0.3	0.244444444	0
1777089_at	SPAC13C5.06c	SPAC13C5.06c		sequence orphan	NONE	0.9	0.5	0.733333333	-0.275	0.111111111	0
1780171_at	SPAC13C5.07	rad32	mre11	Rad32 nuclease	YMR224C	0	-0.066666667	0	0.275	0.555555556	0
1778523_at	SPAC13D6.01	SPAC13D6.01		sequence orphan	NONE	0	-0.355555556	0.988888889	0	0.077777778	0
1778011_at	SPAC13D6.02c	byr3		zinc finger protein	YNL255C	-0.344444444	0.166666667	0	0.225	0.055555556	0.088888889
1779543_at	SPAC13D6.03c	SPAC13D6.03c		tRNA (uridine) methyltransferase	YML014W	0	0	-0.688888889	0	0	0
1775106_at	SPAC13D6.04c	btb3		BTB/POZ domain	YIL001W	0.088888889	-0.255555556	0.411111111	0.625	0.233333333	0
1777125_at	SPAC13D6.05	alp11	SPAC4G9.01	tubulin specific chaperone	YNL148C	0	0	0.5	0.35	0.455555556	0.277777778
1776738_at	SPAC13F5.01c	msh1	SPAC23C11.18c	MutS protein homolog 1	YHR120W	0.055555556	0	0	0.675	0.5	0.122222222
1773186_at	SPAC13F5.02c	ptr6	taf7	transcription factor TFIID complex subunit Taf7	YMR227C	-0.344444444	-0.722222222	0.233333333	0.475	0.366666667	0.055555556
1772498_at	SPAC13F5.03c	SPAC13F5.03c		"glycerol dehydrogenase (Phlippen, Stevens, Wolf, Zimmermann manuscript in preparation)"	NONE	-0.111111111	0	0.044444444	-0.75	0	0
1776430_at	SPAC13F5.04c	SPAC13F5.04c		sequence orphan	NONE	0.2	1.455555556	0	-0.3	0	0
1773756_at	SPAC13F5.05	SPAC13F5.05		thioredoxin family	YOR288C	0	0	0	-0.175	0.544444444	0.277777778
1777074_at	SPAC13F5.06c	sec10		exocyst complex subunit Sec10	YLR166C	0	-0.422222222	-0.255555556	-0.175	0.044444444	-0.055555556
1778631_at	SPAC13F5.07c	SPAC13F5.07c		sequence orphan	NONE	2.166666667	1.266666667	2.7	0.425	0.5	0.1
1774036_at	SPAC13G6.01c	rad8	SPAC5H10.14c	ubiquitin-protein ligase (E3)	YLR032W	0	0	0.088888889	1.075	0.7	0.566666667
1779451_at	SPAC13G6.02c	rps101	"rps1-1,rps3a-1"	40S ribosomal protein S3a	YLR441C|YML063W	0	0	0	-0.125	0	0
1774975_at	SPAC13G6.03	gpi7		GPI anchor biosynthesis protein Gpi7	YJL062W	0.122222222	0	-0.844444444	-1.15	-0.744444444	-0.022222222
1772895_at	SPAC13G6.04	tim8		TIM22 inner membrane protein import complex subunit Tim8	YJR135W-A	0.077777778	0	0.066666667	0	0	0.044444444
1779693_at	SPAC13G6.05c	SPAC13G6.05c		TRAPP	YOR115C	0	-0.455555556	0	0	0	-0.022222222
1772125_at	SPAC13G6.06c	SPAC13G6.06c		glycine cleavage complex subunit P	YMR189W	-0.133333333	-0.166666667	-0.755555556	-1.525	-0.788888889	0
1774634_at	SPAC13G6.07c	rps601	rps6-1	40S ribosomal protein S6	YBR181C|YPL090C	0	0.011111111	0.044444444	-0.075	0.066666667	0.033333333
1775577_at	SPAC13G6.08	SPAC13G6.08		WD repeat protein	NONE	-0.311111111	0	-0.322222222	0	-0.6	-0.277777778
1778454_at	SPAC13G6.09	SPAC13G6.09		zinc finger protein	NONE	-0.044444444	-0.144444444	0	0.125	0	-0.055555556
1777953_at	SPAC13G6.10c	SPAC13G6.10c		conserved fungal protein	NONE	0	0.033333333	0	0.35	0.222222222	0.022222222
1773604_at	SPAC13G6.11c	erg12		mevalonate kinase Erg12	YMR208W	-0.166666667	-0.833333333	-0.577777778	-0.75	-0.422222222	-0.255555556
1776073_at	SPAC13G6.12c	chs1	SPAC24B11.01c	chitin synthase I	YBR038W|YNL192W	0	-0.166666667	0.188888889	1.125	0.177777778	0
1779291_at	SPAC13G6.13	SPAC13G6.13	SPAC24B11.02	sequence orphan	NONE	0	0	0	0	0.355555556	0
1776965_at	SPAC13G6.14	aps1	SPAC24B11.03	"diadenosine 5',5'''-p1,p6-hexaphosphate hydrolase Aps1"	YOR163W	0.244444444	0.255555556	0	-0.2	0	0.155555556
1780176_at	SPAC13G6.15c	SPAC13G6.15c	SPAC24B11.04c	calcipressin	YKL159C	0.444444444	0.077777778	0.344444444	0	0.033333333	0.355555556
1771235_at	SPAC13G7.01c	erg7	SPAC4G9.21c	lanosterol synthase Erg7	YHR072W	0	-0.111111111	0	0.35	0	0
1776873_at	SPAC13G7.02c	ssa1		heat shock protein 70 family	YAL005C|YBL075C|YER103W|YLL024C	0.044444444	0.077777778	1.011111111	-0.75	1.044444444	0.411111111
1774977_at	SPAC13G7.03	SPAC13G7.03		up-frameshift suppressor3 family	YGR072W	0	-0.066666667	-0.055555556	0.825	0.511111111	0
1770870_at	SPAC13G7.04c	mac1		membrane anchored protein Mac1	YFR012W|YMR063W|YOL019W	-0.488888889	-0.722222222	0	-0.725	-0.7	-0.455555556
1779259_at	SPAC13G7.05	SPAC13G7.05		acyl-coA-sterol acyltransferase	YNR019W	0	-0.055555556	0.044444444	-1	-0.422222222	-0.244444444
1769367_at	SPAC13G7.06	met16		phosphoadenosine phosphosulfate reductase	YPR167C	0	0	-0.355555556	0	0	0
1779352_at	SPAC13G7.07	SPAC13G7.07		sequence orphan	NONE	0	-0.188888889	0	0	0.122222222	0
1772402_at	SPAC13G7.08c	crb3		WD repeat protein	YNL182C	0	-0.055555556	-0.566666667	-0.15	-0.088888889	-0.166666667
1777136_at	SPAC13G7.09c	SPAC13G7.09c		sequence orphan	NONE	0	0	0	0.85	0.555555556	0
1773555_at	SPAC13G7.10	SPAC13G7.10		transcription factor	NONE	-0.711111111	0.033333333	0.611111111	0	-0.122222222	0.244444444
1775834_at	SPAC13G7.11	SPAC13G7.11		mitochondrial inner membrane protein	YBR185C	0.1	0	0.622222222	0	0.355555556	0.166666667
1776852_at	SPAC13G7.12c	SPAC13G7.12c		choline kinase	YDR147W|YLR133W	-0.133333333	0	0	0	0.088888889	0
1776758_at	SPAC13G7.13c	msa1	SPAC6C3.01c	RNA-binding protein Msa1	YHL024W	-0.744444444	-1.077777778	-1.377777778	-0.95	-0.8	-0.333333333
1771927_at	SPAC140.01	sdh2		succinate dehydrogenase (ubiquinone) iron-sulfur protein subunit	YLL041C	0	0	0.033333333	0.075	0.177777778	0.144444444
1771110_at	SPAC140.02	gar2		GAR family	YGR159C	-0.533333333	0.322222222	-0.077777778	0.8	0.111111111	0.155555556
1773119_at	SPAC140.03	SPAC140.03		sequence orphan	NONE	0.344444444	0	0	0.375	0.266666667	0
1775093_at	SPAC140.04	SPAC140.04		sequence orphan	NONE	-0.233333333	-0.744444444	0.722222222	0.475	0.666666667	0.033333333
1770223_at	SPAC1420.01c	SPAC1420.01c	SPAC56E4.08c	conserved fungal family	NONE	0.077777778	0	0	0	0.555555556	0.233333333
1778206_at	SPAC1420.02c	cct5		chaperonin-containing T-complex epsilon subunit Cct5	YJR064W	0	0	0	0	0.133333333	0
1771660_s_at	SPAC1420.03	rpn501	"rpn5-a,rpn5"	19S proteasome regulatory subunit Rpn501	YDL147W	0	0	0	-0.05	0.111111111	0
1776952_at	SPAC144.01	SPAC144.01		sequence orphan	NONE	-0.2	-0.533333333	-0.344444444	1.275	0.5	0.044444444
1774307_at	SPAC144.02	SPAC144.02		transcription factor	NONE	-0.377777778	0	0	0	0.066666667	0
1774213_at	SPAC144.03	ade2	"min10,min3"	adenylosuccinate synthetase Ade2	YNL220W	0	0	0	-0.1	0	0
1778646_at	SPAC144.04c	spe1		ornithine decarboxylase Spe1	YKL184W	0	0	0.766666667	0.475	0.288888889	0.277777778
1778432_at	SPAC144.05	SPAC144.05		zinc finger protein	YLR247C	0	-0.055555556	0.444444444	0.725	0.122222222	-0.077777778
1772725_at	SPAC144.06	apl5		AP-3 adaptor complex subunit Apl5	YPL195W	0	-0.066666667	0	0.425	0.388888889	0
1776050_at	SPAC144.07c	SPAC144.07c		conserved eukaryotic protein	YOR262W	0	0	0.1	0.325	0.388888889	0
1773222_at	SPAC144.08	SPAC144.08		co-chaperone	YGL018C	-0.233333333	0	0.155555556	0	0.244444444	0.066666667
1779980_at	SPAC144.09c	sfc2		transcription factor TFIIIA	YPR186C	0	0	0.044444444	0.95	0.4	0
1772444_at	SPAC144.10c	gwt1		pig-W	YJL091C	0.033333333	0	1.122222222	0.5	0.411111111	0.222222222
1773033_at	SPAC144.11	rps1102	"rps11-2,rps11"	40S ribosomal protein S11	YBR048W|YDR025W	0	0.011111111	0	0	0	0
1771369_at	SPAC144.12	SPAC144.12		ribose 5-phosphate isomerase	YOR095C	0	0	-0.266666667	0	0	0
1776458_at	SPAC144.13c	srw1	ste9	CDK inhibitor Srw1	YGL003C	0	0	0.155555556	0	-0.433333333	-0.322222222
1779903_at	SPAC144.14	klp8		kinesin-like protein Klp8	NONE	-0.066666667	-0.766666667	-0.166666667	0	-0.3	-0.188888889
1775309_at	SPAC144.15c	SPAC144.15c		sequence orphan	NONE	-0.2	-0.255555556	-0.6	0	0.033333333	0
1774020_at	SPAC144.16	SPAC144.16		conserved eukaryotic protein	YHR122W	0	-0.055555556	0	0.65	0.355555556	0
1771008_at	SPAC144.17c	SPAC144.17c		6-phosphofructo-2-kinase	YLR345W	0	0	0.366666667	0	0.144444444	0
1770647_at	SPAC144.18	SPAC144.18		nucleotide sugar transporter	YER039C|YGL225W	-0.288888889	0	-0.166666667	-0.375	-0.177777778	0.033333333
1776301_at	SPAC1486.01	SPAC1486.01		manganese superoxide dismutase (AF069292)	YHR008C	0.155555556	0	0.666666667	0.6	0.288888889	0.111111111
1770225_at	SPAC1486.02c	ucp14		UBA domain protein	YOL073C	0	0	0	0.15	0.022222222	0
1775249_at	SPAC1486.03c	SPAC1486.03c		G-patch domain	NONE	0	-0.522222222	0.444444444	1	0.833333333	0
1778893_at	SPAC1486.04c	alm1		medial ring protein Alm1	NONE	0	0	0.044444444	0.525	0.388888889	0
1771681_at	SPAC1486.05	nup189		nucleoporin	YGL092W|YKL068W|YMR047W	0	0	0	0	0.022222222	0
1775728_at	SPAC1486.06	SPAC1486.06		nicotinate phosphoribosyltransferase	YOR209C	0	0	-0.055555556	-0.1	-0.188888889	0
1770570_at	SPAC1486.07c	mrpl19		mitochondrial ribosomal protein subunit L19	YNL185C	0.122222222	0	-0.066666667	0.075	0	0
1778208_at	SPAC1486.08	SPAC1486.08		mitochondrial inner membrane protein	YJL003W	0	0	0	0.825	0.422222222	0
1772455_at	SPAC1486.09	SPAC1486.09		26S proteasome binding	YOR056C	-0.2	-0.211111111	-0.466666667	0.775	0	-0.033333333
1776979_at	SPAC1486.10	thi1	"ntf1,SPAC6G10.01"	transcription factor Thi1	NONE	0	-0.111111111	-0.411111111	0.2	-0.044444444	-0.2
1776661_at	SPAC14C4.01c	SPAC14C4.01c	SPAC19D5.08c	conserved fungal protein	NONE	-1.566666667	-1.7	1.355555556	1.1	0.766666667	0.366666667
1775488_at	SPAC14C4.02c	smc5	spr18	Smc5-6 complex SMC subunit Smc5	YOL034W	0.144444444	0	0.133333333	0.4	0	0
1774422_at	SPAC14C4.03	mek1		Cds1/Rad53/Chk2 family protein kinase Mek1	YOR351C	0	0	0	0	0	0
1777243_at	SPAC14C4.04	B22918-2		hypothetical protein	NONE	0	0	0.377777778	0.2	0.044444444	0
1778148_at	SPAC14C4.05c	SPAC14C4.05c		chromosome segregation protein	YML034W	0.1	0	0	-0.25	0	-0.133333333
1777981_at	SPAC14C4.06c	SPAC14C4.06c		poly(A) binding protein	YGL122C	0	0	0.666666667	0	0.277777778	0
1774955_at	SPAC14C4.07	SPAC14C4.07		membrane transporter	YJL163C	0	-0.155555556	0.966666667	0.675	0.522222222	0.155555556
1773398_at	SPAC14C4.08	mug5		meiotically upregulated gene Mug5	NONE	0	0	0	0	0	0
1774465_at	SPAC14C4.09	agn1		"glucan endo-1,3-alpha-glucosidase Agn1"	NONE	-0.5	-0.5	-2.422222222	-1.65	-2.055555556	-1.311111111
1770477_at	SPAC14C4.10c	SPAC14C4.10c		Nudix family hydrolase	NONE	0	0	0.744444444	0.65	0.288888889	0
1773079_at	SPAC14C4.11	SPAC14C4.11		polyphosphate synthetase	YFL004W|YPL019C	0	0	0.033333333	0	0.155555556	0
1779834_at	SPAC14C4.12c	SPAC14C4.12c		SWIRM domain	YAL034C|YOR338W	-0.677777778	0.522222222	-1.333333333	-0.4	-1.033333333	-0.044444444
1772471_at	SPAC14C4.13	rad17		RFC related checkpoint protein Rad17	YER173W	0.288888889	0.388888889	0.244444444	0.325	0.633333333	0.455555556
1778318_at	SPAC14C4.14	atp1		F1-ATPase alpha subunit	YBL099W	0	0	0	-0.075	0	0
1774135_at	SPAC14C4.15c	SPAC14C4.15c	SPAPJ760.01c	dipeptidyl aminopeptidase	YHR028C|YOR219C	0.066666667	-0.055555556	-0.188888889	0	0.177777778	0
1771118_at	SPAC14C4.16	dad3		DASH complex subunit Dad3	YBR233W-A	0	0	0	0	0.222222222	0.211111111
1771270_at	SPAC1527.01	mok11	SPAC23D3.15	"alpha-1,3-glucan synthase"	NONE	0	0	0.322222222	0.3	0	0
1778445_at	SPAC1527.02	sft2		Golgi transport protein Sft2	YBL102W	0	0	0	-0.1	0	0
1778349_at	SPAC1527.03	SPAC1527.03		RNA-binding protein	YCL037C|YDR515W	0.155555556	-0.111111111	0.033333333	1.2	0.288888889	0.088888889
1778923_at	SPAC1556.01c	rad50	SPAP4C9.01c	DNA repair protein Rad50	YNL250W	0	-0.233333333	0.566666667	0.925	0.566666667	0
1779916_at	SPAC1556.02c	sdh1		succinate dehydrogenase Sdh1	YJL045W|YKL148C	0	0	0	0	0.1	0
1779671_at	SPAC1556.03	azr1		serine/threonine protein phosphatase Azr1	YHR076W	-0.466666667	0	0	0.125	0.388888889	0.177777778
1780127_at	SPAC1556.04c	pcd1		cytidine deaminase Pcd1	YLR245C	0	-0.466666667	-0.266666667	-1.475	0.322222222	-0.044444444
1778684_at	SPAC1556.05c	SPAC1556.05c		CGR1 family	YGL029W	-0.322222222	-0.855555556	-0.666666667	0.475	0	-0.411111111
1772128_at	SPAC1556.06	meu1		meiotic expression upregulated	NONE	0	0.088888889	0.244444444	0	0.733333333	0
1777600_s_at	SPAC1556.06b	meu2		meiotic expression upregulated	NONE	0	0	0.366666667	1.975	2.111111111	1.066666667
1779958_at	SPAC1556.07	pmm1		phosphomannomutase	YFL045C	0	0	0	-0.1	0	0
1772683_at	SPAC1556.08c	SPAC1556.08c	SPAC1F12.01c	protein kinase activator	YGL115W	0	0	-0.3	-0.225	0	0
1771985_at	SPAC1565.01	SPAC1565.01		hypothetical protein	YNR018W	0.022222222	0.611111111	1.1	0.075	0.366666667	0.266666667
1777864_at	SPAC1565.02c	SPAC1565.02c		GTPase activating protein	NONE	0	-0.466666667	-0.066666667	0.45	0.155555556	-0.033333333
1779315_at	SPAC1565.03	SPAC1565.03		sequence orphan	NONE	0.177777778	0	1.166666667	0.05	0	-0.377777778
1776189_at	SPAC1565.04c	ste4		SAM domain (sterile alpha motif)	YCL032W	-0.088888889	-0.522222222	1.188888889	0.375	0.7	0
1780026_at	SPAC1565.05	SPAC1565.05		sequence orphan	NONE	0	0	-0.155555556	1	0.166666667	0
1776512_at	SPAC1565.06c	spg1	sid3	GTPase Spg1	YML064C	0.166666667	0	0.522222222	0.1	0.4	0.555555556
1776796_at	SPAC1565.07c	SPAC1565.07c		TATA binding protein interacting protein	NONE	0	-0.077777778	0.055555556	0.275	0.422222222	0
1776031_at	SPAC1565.08	cdc48	SPAC6F12.01	AAA family ATPase	YDL126C	0	0	0.011111111	0	0.222222222	0.066666667
1779390_at	SPAC15A10.01	atm1	SPAC8C9.18	ABC family iron transporter Atm1	YMR301C	0.422222222	0.022222222	0.555555556	0	-0.044444444	0
1775870_at	SPAC15A10.02	taf12		transcription factor TFIID complex subunit A	YDR145W	-0.488888889	0	0.088888889	0.125	0.5	0.122222222
1772575_at	SPAC15A10.03c	rhp54	rad54	DEAD/DEAH box helicase	YGL163C	0	0	0.422222222	1.275	0.833333333	0.422222222
1771381_at	SPAC15A10.04c	zpr1		zinc finger protein	YGR211W	-0.055555556	-0.055555556	0	0.95	0.411111111	0
1774187_at	SPAC15A10.05c	SPAC15A10.05c		conserved protein (broad species distribution)	YNL200C	0.066666667	0	1.644444444	-0.375	0.255555556	0.077777778
1778625_at	SPAC15A10.06	SPAC15A10.06		CPA1 sodium ion/proton antiporter	YDR456W	0	-0.155555556	0.488888889	0	0.122222222	0
1773711_at	SPAC15A10.07	SPAC15A10.07		sequence orphan	NONE	0	0	-0.222222222	0.125	0.511111111	0.2
1771768_at	SPAC15A10.08	ain1		alpha-actinin	NONE	0	-0.133333333	0.5	0.825	0.688888889	0.088888889
1777935_at	SPAC15A10.09c	SPAC15A10.09c		sequence orphan	NONE	0	0	0.633333333	0.425	0	0
1774107_at	SPAC15A10.10	mde6		Muskelin homolog	NONE	0	0	1.822222222	1.175	0.077777778	0
1777785_at	SPAC15A10.11	ubr11		ubiquitin-protein ligase (E3)	YGR184C|YLR024C	0	-0.055555556	0.055555556	0.225	0.311111111	0
1771244_at	SPAC15A10.12c	SPAC15A10.12c		conserved eukaryotic protein	NONE	0.044444444	0	0	0.625	0.1	-0.033333333
1769991_at	SPAC15A10.13	ppk3		serine/threonine protein kinase Ppk3	YOR112W	-0.055555556	0	-0.533333333	0.05	-0.266666667	-0.055555556
1771386_at	SPAC15A10.15	sgo2		shugoshin	YOR073W	-0.177777778	-0.6	0	0.275	0.077777778	0
1773174_at	SPAC15A10.16	bud6	"aip3,fat1,SPAC15E1.01"	actin interacting protein 3 homolog Bud6	YLR319C	-0.577777778	0	0	0	-0.033333333	0
1776900_at	SPAC15E1.02c	SPAC15E1.02c		conserved fungal protein	NONE	0.966666667	0.244444444	3.544444444	0.925	2.288888889	1.222222222
1772688_at	SPAC15E1.03	rpl36a		60S ribosomal protein L36/L42	YHR141C|YNL162W	0	0	0	-0.05	0.022222222	0
1772914_at	SPAC15E1.04	SPAC15E1.04		thymidylate synthase		0	-0.155555556	0.1	0.075	0.255555556	0
1775911_at	SPAC15E1.05c	SPAC15E1.05c		ethanolamine-phosphate cytidylyltransferase	YGR007W	0	-0.055555556	0	-0.225	-0.4	-0.155555556
1778255_at	SPAC15E1.06	vps29		calcineurin-like phosphoesterase	YHR012W	0	0	0	0.175	0.066666667	0
1769412_at	SPAC15E1.07c	moa1	mug159	meiotic cohesin complex associated protein Moa1	NONE	0	0	0	0	0	0
1771864_at	SPAC15E1.08	SPAC15E1.08		NatA complex N-acetyltransferase Ard1	YHR013C	0	0	-0.688888889	-0.15	-0.2	-0.255555556
1774077_at	SPAC15E1.09	grx2		glutaredoxin	YCL035C|YDR513W	0	-0.466666667	0.177777778	0.7	0.444444444	0.077777778
1777550_at	SPAC15E1.10	SPAC15E1.10	SPAP7G5.01	conserved fungal family	YCR076C	0	-0.688888889	1.244444444	1.025	0.833333333	0.233333333
1775284_at	SPAC15F9.01c	SPAC15F9.01c		sequence orphan	NONE	0	0	0	1.5	1.155555556	0
1779887_at	SPAC15F9.02	seh1		nucleoporin	YGL100W	0	0	0	0.25	0.277777778	0
1774619_at	SPAC15F9.03c	nxt2	"ntf2,nft2,SPAC1B9.01c"	NTF2 domain	YER009W	0.066666667	0	0	0	0	0
1771545_at	SPAC16.01	rho2		Rho family GTPase Rho2	YNL090W	0.222222222	0.233333333	0.355555556	0.6	-0.066666667	0.322222222
1777515_at	SPAC16.02c	srp2		SR family	NONE	0	0	0	-0.45	0	0
1773039_at	SPAC16.03c	ura2		dihydroorotase	YLR420W	-0.077777778	0	-0.5	-0.2	-0.333333333	0
1776110_at	SPAC16.04	SPAC16.04		dihydrouridine synthase	YLR401C	-0.111111111	-0.444444444	0	0.625	0.311111111	0
1770224_at	SPAC16.05c	SPAC16.05c		transcription factor	YLR403W	-0.277777778	0	0	0.475	0	0
1779204_at	SPAC1610.01	SPAC1610.01	SPAC17A5.17	sequence orphan	NONE	0	0	0	0.35	0.044444444	0
1770274_at	SPAC1610.02c	SPAC1610.02c		mitochondrial ribosomal protein subunit L1	YDR116C	0	-0.366666667	0	0	0.111111111	0
1777727_at	SPAC1610.03c	crp79	meu5	poly(A) binding protein Crp79	NONE	0	0	0.333333333	0	0.366666667	0
1771477_at	SPAC1610.04	mug99		meiotically upregulated gene Mug99	NONE	0	0	0	-0.075	0.022222222	0
1775961_at	SPAC1635.01	SPAC1635.01		voltage-dependent anion-selective channel	YIL114C|YNL055C	0	0	0.366666667	0	0.322222222	0.144444444
1774128_at	SPAC1639.01c	SPAC1639.01c	SPAC806.09c	GNS1/SUR4 family protein	YCR034W|YJL196C|YLR372W	0	0	-0.444444444	-0.5	0	0
1771741_at	SPAC1639.02c	trk2	SPAC1F5.12	potassium ion transporter Trk2	YJL129C|YKR050W	0	-0.055555556	0	0.5	0.488888889	0
1773042_at	SPAC167.01	ppk4		serine/threonine protein kinase Ppk4	YHR079C	0	0	0.2	0.05	-0.044444444	0
1774963_at	SPAC167.02	ptb1		geranylgeranyltransferase II beta subunit	YPR176C	0	-0.055555556	0	0	-0.111111111	-0.444444444
1777450_at	SPAC167.03c	snu66		U4/U6 x U5 tri-snRNP complex subunit Snu66	YOR308C	0	-0.133333333	0.344444444	0.65	0.411111111	0
1772544_at	SPAC167.04	pam17		presequence translocase-associated motor subunit Pam17	YKR065C	0	0	-0.044444444	0	0	-0.177777778
1779250_at	SPAC167.05	SPAC167.05	SPAC57A7.01	Usp (universal stress protein) domain	NONE	-0.744444444	0	0.6	0	0.488888889	0.277777778
1771968_at	SPAC167.06c	SPAC167.06c	SPAC57A7.02c	sequence orphan	NONE	0	-0.666666667	1.777777778	-0.35	1.044444444	0.2
1780043_at	SPAC167.07c	SPAC167.07c	SPAC57A7.03c	ubiquitin-protein ligase (E3)	YGL141W	0.255555556	0	0.933333333	0.35	0.755555556	0.055555556
1769873_s_at	SPAC167.08	Tf2-2	SPAC1705.01c	retrotransposable element	NONE	0.955555556	0.577777778	1.211111111	0.775	0.488888889	0.111111111
1773802_at	SPAC1687.01	rpc19	"rpa17,SPAPYUL23.01"	DNA-directed RNA polymerase I and III subunit Rpc19	YNL113W	-0.055555556	-0.122222222	-0.333333333	0.175	-0.033333333	-0.066666667
1776915_at	SPAC1687.02	SPAC1687.02		CAAX prenyl protease	YMR274C	0	0	0.177777778	-0.2	0	-0.033333333
1779100_at	SPAC1687.03c	rfc4		DNA replication factor C complex subunit Rfc4	YOL094C	0	-0.155555556	-0.188888889	0.125	0.022222222	-0.044444444
1779469_at	SPAC1687.04	SPAC1687.04		conserved eukaryotic protein	NONE	-0.255555556	-0.322222222	-0.255555556	-0.75	-0.222222222	-0.188888889
1770846_at	SPAC1687.05	pli1		SUMO E3 ligase Pli1	YDR409W|YOR156C	0	-0.133333333	0.177777778	1	0.622222222	0.177777778
1773455_at	SPAC1687.06c	rpl44	rpl28	60S ribosomal protein L28/L44	NONE	0	0.066666667	0	-0.125	0.022222222	0
1778447_at	SPAC1687.07	SPAC1687.07		conserved fungal protein	YCL012C	-0.033333333	0	1.2	0.475	0.177777778	0.188888889
1778346_at	SPAC1687.08	SPAC1687.08		sequence orphan	NONE	0	-0.233333333	0.933333333	0.525	0.122222222	0
1774191_at	SPAC1687.09	SPAC1687.09		conserved fungal protein	YJL083W|YKR019C	-0.1	-0.333333333	0.722222222	0.75	0.422222222	0.211111111
1780251_at	SPAC1687.10	mcp1		meiosis specific coiled-coil protein Mcp1	NONE	0	0	0	0.2	0	-0.088888889
1775026_at	SPAC1687.11	pmt2		rRNA methyltransferase Pmt2	YCL054W	-0.055555556	0	0	0.775	0.022222222	0
1773323_at	SPAC1687.12c	coq4		ubiquinone biosynthesis protein Coq4	YDR204W	0	-0.066666667	0	0	0	0
1774588_at	SPAC1687.13c	csn5		COP9/signalosome complex subunit Csn5	YDL216C	0	0	0	0.1	0.211111111	0
1769714_at	SPAC1687.14c	SPAC1687.14c		EF hand	NONE	0.055555556	0	1.7	0	1.333333333	0.7
1772480_at	SPAC1687.15	gsk3	skp1	serine/threonine protein kinase Gsk3	YDL079C|YMR139W|YNL307C	-0.188888889	0	0	-0.1	0.2	0.144444444
1773018_at	SPAC1687.16c	SPAC1687.16c		lathosterol oxidase	YLR056W	0.277777778	0.911111111	0.777777778	-0.825	0.7	0.944444444
1774913_at	SPAC1687.17c	SPAC1687.17c		Der1-like (degradation in the ER) family	YBR201W|YDR411C	0	-0.055555556	-0.066666667	0.2	0.044444444	0
1771878_at	SPAC1687.18c	SPAC1687.18c		complex I intermediate-associated protein 30 homolog	NONE	0	-0.066666667	0	0.475	0.188888889	-0.022222222
1771769_at	SPAC1687.19c	SPAC1687.19c		queuine tRNA-ribosyltransferase	NONE	-0.111111111	-0.288888889	0	0	-0.055555556	-0.166666667
1777815_at	SPAC1687.20c	mis6		inner centromere protein Mis6	YLR381W	-0.633333333	0.533333333	0.244444444	0	-0.433333333	0.244444444
1772430_at	SPAC1687.21	SPAC1687.21	SPAC222.01	phosphoglycerate mutase family	YOR283W	0.033333333	0	0	0	0.022222222	0
1769757_at	SPAC1687.22c	SPAC1687.22c	SPAC222.02c	RNA-binding protein Puf3	YLL013C	0.166666667	0.555555556	1.488888889	-0.4	0.566666667	0.688888889
1773572_at	SPAC1687.23c	SPAC1687.23c		sequence orphan	NONE	0.611111111	0.088888889	0.411111111	0	0	0
1772808_at	SPAC16A10.01	SPAC16A10.01		conserved protein (mainly fungal and bacterial)	YJL107C	0.244444444	0	1.622222222	-0.2	0.444444444	0
1771753_at	SPAC16A10.02	SPAC16A10.02		TREX complex subunit	YMR039C	-0.055555556	-0.066666667	-0.133333333	0	0.1	0.033333333
