# Supplementary Dataset S11. This tab delmited table contains the results of the eQTL linkage results of the 6464 sense traits at 5% FDR.
#
# This tab delmited table is the results of the eQTL linkage results
# of the 6464 sense traits at 5% FDR. Each row correspond
# to one linkage between a expression trait (gene)its eQTL. When 
# a trait was linked to more several locus correlated more than 0.8
# we considered that it corresponded to a single QTL, which position
# could not be determined. they were regroup.
# Here each row correpond to a group and the different location 
# of the grouped QTL are separated with coma. 
#
# First field is the name of sense trait (target)
# Next 3 fields are the coordinate of the QTL as a
#  genomic interval. Note that each QTL is considered
#  as spanning in between the first non linked variant.
# next field is an indicater of whether the linkage correspong to 
#  a cis or a trans linakge.
# Next field indicate the strongest candiate regulator as this locus
#  predicted unsing correlation between the trait and the regulator
#  candidate. "NA" correspond to missing values.
# Next indicate wether the putative 
#  regulator is a coding or non-coding genes
#  "NA" correspond to missing values.
# 
# if you have questions mail: 
# mathieu.clement-ziza(at)uni-koeln.de
# andreas.beyer(at)uni-koeln.de
# j.bahler(at)ucl.ac.uk
#
target	chromosome	start	end	qtl_type	putative_regulator	regulator_type
SPBPB2B2.02	chromosome_3	2087770	2123837	trans	SPNCRNA.1264	non_coding
SPBPB2B2.05	chromosome_2	3839530	3868726	trans	SPBC23E6.05	coding
SPBPB2B2.05	chromosome_2	4442440	4539804	trans	SPBPB2B2.05	coding
SPBPB2B2.06c	chromosome_1,chromosome_1	2665053,4602196	2955088,4962445	trans	SPNCRNA.1018	non_coding
SPBPB2B2.08	chromosome_3	2101294	2119802	trans	SPNCRNA.1264	non_coding
SPBPB2B2.10c	chromosome_1	2810876	2813185	trans	SPAC1B2.06	coding
SPBPB2B2.11	chromosome_3	2101294	2119802	trans	SPNCRNA.1264	non_coding
SPBPB2B2.12c	chromosome_1,chromosome_1	2665053,4602196	2926804,4949138	trans	SPAC4F10.20	coding
SPBPB2B2.13	chromosome_1,chromosome_1	2665053,4602196	2955088,4949138	trans	SPAC4F10.20	coding
SPBPB8B6.03	chromosome_1	2950891	3326503	trans	SPAC31G5.11	coding
SPBPB8B6.04c	chromosome_3	2102509	2119802	trans	SPNCRNA.1264	non_coding
SPCC1020.04c	chromosome_3	2084276	2119802	trans	SPCC576.14	coding
SPCC1020.05	chromosome_1	3315647	3557103	trans	SPAC1B1.02c	coding
SPCC1020.08	chromosome_1	1155617	1172781	trans	SPAC22A12.07c	coding
SPCC1020.09	chromosome_1,chromosome_1	2665053,4602196	2955088,4949138	trans	SPNCRNA.1018	non_coding
SPCC1020.10	chromosome_2	2890004	2894685	trans	SPNCRNA.1560	non_coding
SPCC1020.12c	chromosome_3	657594	677595	cis	SPCC1020.12c	NA
SPCC1020.13c	chromosome_3	2102509	2119802	trans	SPNCRNA.1263	non_coding
SPCC1183.05c	chromosome_3	2087770	2123837	trans	SPCC576.13	coding
SPCC1183.06	chromosome_3	2101294	2104480	trans	SPCC576.14	coding
SPCC1183.07	chromosome_3	2101294	2119802	trans	SPNCRNA.1263	non_coding
SPCC1183.09c	chromosome_1	3440649	3556754	trans	SPAC3A11.04	coding
SPCC11E10.04	chromosome_2	2813594	2870926	trans	SPBC19C7.12c	coding
SPCC11E10.06c	chromosome_3	2101294	2104480	trans	SPCC576.13	coding
SPCC1223.01	chromosome_3	2087770	2119802	trans	SPNCRNA.1264	non_coding
SPCC1223.02	chromosome_3	2102509	2119802	trans	SPNCRNA.1264	non_coding
SPCC1223.03c	chromosome_2	3798692	3829500	trans	SPNCRNA.1643	non_coding
SPCC1223.06	chromosome_3	2087770	2123837	trans	SPCC576.13	coding
SPCC1223.07c	chromosome_2	3759342	3759840	trans	NA	NA
SPCC1223.08c	chromosome_1,chromosome_1	2665053,4602196	2955088,4949138	trans	SPAC1093.01	coding
SPCC1223.08c	chromosome_2	3010646	3014508	trans	SPBC15D4.02	coding
SPCC1223.13	chromosome_3	2101294	2104480	trans	SPCC576.13	coding
SPCC1235.02	chromosome_1	3917561	3926238	trans	SPAC323.07c	coding
SPCC1235.05c	chromosome_3	2087770	2119802	trans	SPCC576.05	coding
SPCC1235.07	chromosome_3	2084276	2104480	trans	SPCC576.14	coding
SPCC1235.13	chromosome_3	2101294	2119802	trans	SPCC576.13	coding
SPCC1235.14	chromosome_1	3809960	3926065	trans	SPAC1071.06	coding
SPCC1235.14	chromosome_3	2255450	2292005	trans	SPCC1840.06	coding
SPCC1235.15	chromosome_1	3315647	3326503	trans	SPAPB1E7.09	coding
SPCC1259.01c	chromosome_1	5161435	5202829	trans	SPAC26F1.01	coding
SPCC1259.06	chromosome_3,chromosome_3	676403,767970	681957,777516	trans	SPCC1020.06c	coding
SPCC1259.07	chromosome_3	2084276	2119802	trans	SPCC576.13	coding
SPCC1259.08	chromosome_3	2128231	2135369	trans	SPCC126.09	coding
SPCC1259.11c	chromosome_3	657594	665506	trans	SPCC16C4.19	coding
SPCC1259.14c	chromosome_3	2087770	2123837	trans	SPNCRNA.1265	non_coding
SPCC1259.16	chromosome_3	2102509	2119802	trans	SPNCRNA.1264	non_coding
SPCC126.02c	chromosome_3	2087770	2123837	cis	SPCC126.02c	NA
SPCC126.04c	chromosome_3	2084276	2119802	cis	SPCC126.04c	NA
SPCC126.09	chromosome_3	2087770	2123837	cis	SPCC126.09	NA
SPCC126.14	chromosome_3	2101294	2123837	cis	SPCC126.14	NA
SPCC1281.02c	chromosome_3	773241	784058	trans	SPCC1020.04c	coding
SPCC1281.08	chromosome_1	3315647	3326503	trans	SPAPB1E7.11c	coding
SPCC132.03	chromosome_3	2101294	2119802	trans	SPNCRNA.1264	non_coding
SPCC1322.01	chromosome_3	2087770	2119802	trans	SPCC576.05	coding
SPCC1322.02	chromosome_1	3440649	3557103	trans	SPAC3A11.04	coding
SPCC1322.08	chromosome_1	2893934	2905076	trans	SPACUNK4.06c	coding
SPCC1322.08	chromosome_3	2101294	2104480	trans	SPCC576.14	coding
SPCC1322.14c	chromosome_3	1282285	1360511	cis	SPCC1322.14c	NA
SPCC1322.15	chromosome_3	1327338	1360511	cis	SPCC1322.15	NA
SPCC1393.02c	chromosome_3	2087770	2119802	trans	SPNCRNA.1264	non_coding
SPCC1393.04	chromosome_1	3321289	3456618	trans	SPNCRNA.903	non_coding
SPCC1393.10	chromosome_1	4323910	4366536	trans	SPNCRNA.978	non_coding
SPCC13B11.01	chromosome_1	3440649	3557103	trans	SPAC3A11.04	coding
SPCC13B11.04c	chromosome_3	2102509	2119802	trans	SPCC576.14	coding
SPCC1442.02	chromosome_1	3315647	3326503	trans	SPAC2E1P5.02c	coding
SPCC1442.05c	chromosome_3	2084276	2093353	trans	SPCC576.05	coding
SPCC1442.07c	chromosome_2	852801	903483	trans	SPBC713.09	coding
SPCC1442.09	chromosome_1	2950891	3326503	trans	SPNCRNA.873	non_coding
SPCC1450.02	chromosome_2	2312083	2330408	trans	SPBC12D12.04c	coding
SPCC1450.13c	chromosome_3	2087770	2119802	trans	SPNCRNA.1261	non_coding
SPCC1450.15	chromosome_1	3917561	3926238	trans	SPAC2F3.01	coding
SPCC1494.05c	chromosome_3	2087770	2123837	trans	SPNCRNA.1265	non_coding
SPCC1494.06c	chromosome_1	523735	578088	trans	SPAC2F7.14c	coding
SPCC1494.07	chromosome_3	2102509	2119802	trans	SPNCRNA.1263	non_coding
SPCC1494.10	chromosome_3	2087770	2123837	trans	SPNCRNA.1265	non_coding
SPCC1529.01	chromosome_3	224356	234982	cis	SPCC1529.01	NA
SPCC1620.08	chromosome_1	5376094	5394093	trans	SPAC4D7.13	coding
SPCC1620.13	chromosome_3	2101294	2119802	trans	SPCC576.14	coding
SPCC162.02c	chromosome_3	676403	709290	trans	SPCC16C4.16c	coding
SPCC162.06c	chromosome_2	1740747	1890505	trans	SPBC11G11.03	coding
SPCC162.10	chromosome_1	2810876	2813185	trans	SPAC1B2.06	coding
SPCC162.11c	chromosome_3	2087770	2104480	trans	SPCC576.14	coding
SPCC1672.01	chromosome_1	3440649	3556754	trans	SPAC1B1.02c	coding
SPCC1672.06c	chromosome_1	2893934	2905076	trans	SPACUNK4.07c	coding
SPCC1672.07	chromosome_3	2087770	2123837	trans	SPNCRNA.1265	non_coding
SPCC1672.08c	chromosome_3	1206829	1209564	trans	SPCC550.11	coding
SPCC1672.09	chromosome_3	2087770	2123837	trans	SPCC576.13	coding
SPCC1672.10	chromosome_3	2101294	2104480	trans	SPCC576.14	coding
SPCC1672.12c	chromosome_3	676403	681957	cis	SPCC1672.12c	NA
SPCC1672.12c	chromosome_3	2101294	2104480	trans	SPCC576.13	coding
SPCC1682.02c	chromosome_3	2087770	2119802	trans	SPCC576.13	coding
SPCC1682.05c	chromosome_3	2084276	2119802	trans	SPCC576.14	coding
SPCC16A11.02	chromosome_3	2084276	2123837	trans	SPNCRNA.1264	non_coding
SPCC16A11.03c	chromosome_3	2087770	2101881	trans	SPCC576.11	coding
SPCC16A11.04	chromosome_1	3440649	3556754	trans	SPAC16E8.07c	coding
SPCC16A11.05c	chromosome_3	2084276	2104480	trans	SPCC576.14	coding
SPCC16C4.02c	chromosome_3	2084276	2123837	trans	SPCC126.04c	coding
SPCC16C4.14c	chromosome_3	2101294	2123837	trans	SPNCRNA.1263	non_coding
SPCC16C4.15	chromosome_3	2084276	2119802	trans	SPCC576.14	coding
SPCC16C4.17	chromosome_3	2084276	2101881	trans	SPCC576.13	coding
SPCC16C4.22	chromosome_3	736784	764479	cis	SPCC16C4.22	NA
SPCC1739.01	chromosome_2	3759342	3799228	trans	SPBC31F10.10c	coding
SPCC1739.05	chromosome_3	2084276	2123837	cis	SPCC1739.05	NA
SPCC1739.08c	chromosome_3	2087770	2119802	trans	SPNCRNA.1264	non_coding
SPCC1739.09c	chromosome_3	2078298	2104480	cis	SPCC1739.09c	NA
SPCC1739.11c	chromosome_3	2101294	2123837	trans	SPCC126.02c	coding
SPCC1742.01	chromosome_2	2305695	2316554	trans	SPBC12D12.03	coding
SPCC1753.02c	chromosome_1	2937800	3318540	trans	SPAC3G9.14	coding
SPCC1795.03	chromosome_1	3440649	3557103	trans	SPAC3A11.04	coding
SPCC1795.07	chromosome_3	2087770	2119802	trans	SPCC576.14	coding
SPCC1795.08c	chromosome_3	2087770	2123837	trans	SPCC576.13	coding
SPCC1795.09	chromosome_3	657594	677595	trans	SPCC16C4.07	coding
SPCC18.08	chromosome_3	2087770	2123837	trans	SPCC576.13	coding
SPCC18.12c	chromosome_1	559475	615742	trans	SPAC1F3.01	coding
SPCC18.13	chromosome_1	512086	584187	trans	SPAC2F7.09c	coding
SPCC18.16c	chromosome_2	3635637	3712576	trans	SPBP8B7.10c	coding
SPCC18.17c	chromosome_1	3921447	3926238	trans	SPAC323.08	coding
SPCC18.18c	chromosome_1	3809960	3926065	trans	SPAC1071.06	coding
SPCC1827.01c	chromosome_1	460756	535185	trans	SPAPB21F2.03	coding
SPCC1827.04	chromosome_1	3443342	3556754	trans	SPAC1B1.02c	coding
SPCC1827.06c	chromosome_3	210341	215957	trans	SPCC1235.15	coding
SPCC1827.07c	chromosome_3	2382301	2394154	cis	SPCC1827.07c	NA
SPCC1827.08c	chromosome_1	3443342	3556754	trans	SPAC1B1.02c	coding
SPCC1840.06	chromosome_2	2813594	2870926	trans	SPBC19C7.07c	coding
SPCC1840.10	chromosome_1	2378252	2400113	trans	SPNCRNA.822	non_coding
SPCC1840.12	chromosome_1,chromosome_1	2665053,4602196	3326503,4949138	trans	SPAPB8E5.03	coding
SPCC188.02	chromosome_1	3315647	3326503	trans	SPAC2E1P5.02c	coding
SPCC188.03	chromosome_3	2102509	2123837	trans	SPCC126.02c	coding
SPCC188.10c	chromosome_3	2101294	2123837	trans	SPCC126.02c	coding
SPCC188.11	chromosome_3	2087770	2123837	trans	SPNCRNA.1264	non_coding
SPCC188.12	chromosome_3	2087770	2123837	trans	SPNCRNA.1264	non_coding
SPCC188.13c	chromosome_3	1555043	1592069	cis	SPCC188.13c	NA
SPCC18B5.01c	chromosome_1	3809960	3926065	trans	SPAC4H3.11c	coding
SPCC18B5.05c	chromosome_1,chromosome_1	2665053,4602196	2926804,4949138	trans	SPAC458.05	coding
SPCC18B5.07c	chromosome_3	2087770	2123837	trans	SPCC576.13	coding
SPCC18B5.11c	chromosome_3	2084276	2104480	trans	SPCC576.13	coding
SPCC1906.02c	chromosome_1	3315647	3557103	trans	SPAC1B1.02c	coding
SPCC1906.03	chromosome_3	1957155	1999527	cis	SPCC1906.03	NA
SPCC191.04c	chromosome_3	2087770	2101881	trans	SPCC576.13	coding
SPCC191.07	chromosome_1	3554341	3745734	trans	SPAC15A10.05c	coding
SPCC1919.03c	chromosome_1	4288609	4467160	trans	SPAC9E9.11	coding
SPCC1919.04	chromosome_1	3315647	3326503	trans	SPAPB1E7.11c	coding
SPCC1919.06c	chromosome_2	2202682	2316554	trans	SPBC16H5.03c	coding
SPCC1919.08c	chromosome_3	2192600	2227224	cis	SPCC1919.08c	NA
SPCC1919.11	chromosome_2	2312083	2330408	trans	SPBC24C6.02	coding
SPCC1919.13c	chromosome_1,chromosome_1	2665053,4602196	2926804,4949138	trans	SPAC1834.11c	coding
SPCC1919.14c	chromosome_1,chromosome_1	2665053,4602196	2926804,4949138	trans	SPAC3F10.17	coding
SPCC1919.15	chromosome_3	2101294	2104480	trans	SPCC576.13	coding
SPCC23B6.01c	chromosome_1	3440649	3557103	trans	SPAC1B1.02c	coding
SPCC23B6.03c	chromosome_3	1257973	1287182	cis	SPCC23B6.03c	NA
SPCC24B10.02c	chromosome_1	2531296	2539126	trans	SPAC25H1.07	coding
SPCC24B10.03	chromosome_1	3321289	3442884	trans	SPAC3H5.13	coding
SPCC24B10.11c	chromosome_3	2087770	2123837	trans	SPCC576.13	coding
SPCC24B10.13	chromosome_3	2087770	2119802	trans	SPCC576.13	coding
SPCC24B10.19c	chromosome_1	3443342	3556754	trans	SPNCRNA.909	non_coding
SPCC24B10.22	chromosome_3	2101294	2104480	trans	SPCC576.14	coding
SPCC285.05	chromosome_3	2101294	2123837	trans	SPCC576.14	coding
SPCC285.06c	chromosome_1	2937800	2955088	trans	SPAPB24D3.01	coding
SPCC285.08	chromosome_3	2101294	2119802	trans	SPCC576.13	coding
SPCC285.10c	chromosome_1	3440649	3557103	trans	SPAC3A11.10c	coding
SPCC285.13c	chromosome_3	2087770	2104480	trans	SPCC576.07	coding
SPCC290.04	chromosome_3	1587644	1593491	trans	SPCC13B11.01	coding
SPCC297.05	chromosome_3	2087770	2119802	trans	SPNCRNA.1263	non_coding
SPCC306.02c	chromosome_3	660926	665506	trans	SPCC16C4.03	coding
SPCC306.03c	chromosome_3	2087770	2123837	trans	SPCC576.13	coding
SPCC306.08c	chromosome_1	2893934	2905076	trans	SPACUNK4.06c	coding
SPCC31H12.05c	chromosome_3	2101294	2123837	trans	SPCC576.13	coding
SPCC320.08	chromosome_3	2101294	2123837	trans	SPCC126.04c	coding
SPCC320.10	chromosome_3	1209512	1266271	trans	SPCC645.09	coding
SPCC320.11c	chromosome_1	460756	522530	trans	SPAPB21F2.03	coding
SPCC330.02	chromosome_1,chromosome_1	3315647,4323910	3326503,4366536	trans	SPAC2E1P5.02c	coding
SPCC330.03c	chromosome_2	710401	767643	trans	SPBC119.17	coding
SPCC330.06c	chromosome_1	3030626	3307217	trans	SPAC24C9.15c	coding
SPCC330.09	chromosome_3	2101294	2119802	trans	SPNCRNA.1264	non_coding
SPCC330.10	chromosome_3	2084276	2123837	trans	SPCC126.04c	coding
SPCC338.06c	chromosome_1	3315647	3442884	trans	SPAPB1E7.11c	coding
SPCC338.07c	chromosome_3	2087770	2123837	trans	SPNCRNA.1265	non_coding
SPCC338.10c	chromosome_3	2084276	2093353	trans	SPCC576.06c	coding
SPCC338.12	chromosome_1	2531296	2547852	trans	SPAC25H1.09	coding
SPCC364.04c	chromosome_3	2087770	2123837	trans	SPCC576.13	coding
SPCC364.05	chromosome_3	2101294	2123837	trans	SPCC126.02c	coding
SPCC417.05c	chromosome_1,chromosome_1	2937800,4325746	3326503,4366536	trans	SPNCRNA.861	non_coding
SPCC417.06c	chromosome_1,chromosome_1	2665053,4602196	2955088,4949138	trans	SPAPB8E5.03	coding
SPCC417.15	chromosome_2	771542	828758	trans	SPBC530.07c	coding
SPCC417.16	chromosome_2	752796	813287	trans	SPBC119.17	coding
SPCC4B3.05c	chromosome_1	3809960	3920943	trans	SPAC323.04	coding
SPCC4B3.06c	chromosome_1	3809960	3919690	trans	SPAC4H3.08	coding
SPCC4B3.06c	chromosome_3	1156580	1163989	cis	SPCC4B3.06c	NA
SPCC4B3.08	chromosome_3	2101294	2104480	trans	SPCC576.15c	coding
SPCC4B3.10c	chromosome_2	3798692	3878311	trans	SPBC211.03c	coding
SPCC4B3.11c	chromosome_1,chromosome_1	2665053,4602196	2926804,4949138	trans	SPAC19B12.11c	coding
SPCC4B3.15	chromosome_3	2101294	2123837	trans	SPCC126.02c	coding
SPCC4B3.17	chromosome_1	3919690	3926065	trans	SPAC2F3.01	coding
SPCC4E9.01c	chromosome_3	2078298	2093353	trans	SPCPB1C11.03	coding
SPCC4F11.03c	chromosome_1	3315647	3326503	trans	SPAPB1E7.14	coding
SPCC4F11.04c	chromosome_1	2925637	3326503	trans	SPNCRNA.01	non_coding
SPCC4G3.03	chromosome_3	2084276	2119802	trans	SPCC576.14	coding
SPCC4G3.05c	chromosome_1	5403412	5449783	trans	SPAC29B12.02c	coding
SPCC4G3.06c	chromosome_3	2087770	2123837	trans	SPCC576.13	coding
SPCC4G3.08	chromosome_1	3443342	3745990	trans	SPAC1B1.02c	coding
SPCC4G3.08	chromosome_2	852801	903483	trans	SPBC36.11	coding
SPCC4G3.09c	chromosome_1	3440649	3557103	trans	SPAC1B1.02c	coding
SPCC4G3.10c	chromosome_1	3443342	3556754	trans	SPAC1B1.02c	coding
SPCC4G3.18	chromosome_1	512086	522530	trans	SPAC227.14	coding
SPCC4G3.19	chromosome_1	2531296	2539126	trans	SPAC25H1.09	coding
SPCC548.05c	chromosome_3	210341	234982	cis	SPCC548.05c	NA
SPCC550.02c	chromosome_3	2102509	2119802	trans	SPCC126.02c	coding
SPCC550.03c	chromosome_3	2087770	2123837	trans	SPCC576.13	coding
SPCC550.05	chromosome_1	512086	522530	trans	SPAC227.10	coding
SPCC550.09	chromosome_1	3321289	3442884	trans	SPAC26A3.01	coding
SPCC553.06	chromosome_3	224356	234982	trans	SPCC548.05c	coding
SPCC553.07c	chromosome_3	210364	234982	trans	SPCC548.05c	coding
SPCC553.08c	chromosome_3	224356	234982	trans	SPCC548.05c	coding
SPCC553.08c	chromosome_3	2102509	2119802	trans	SPNCRNA.1263	non_coding
SPCC553.09c	chromosome_3	210341	234982	trans	SPCC548.05c	coding
SPCC553.11c	chromosome_3	224356	229552	trans	SPCC548.05c	coding
SPCC553.12c	chromosome_3	224356	234982	trans	SPCC548.05c	coding
SPCC569.03	chromosome_3	2347226	2452883	trans	SPCC569.03	coding
SPCC569.05c	chromosome_1,chromosome_1	2665053,4602196	3326503,4949138	trans	SPNCRNA.873	non_coding
SPCC569.05c	chromosome_2	3827447	3878311	trans	SPBC23E6.01c	coding
SPCC569.09	chromosome_3	2101294	2123837	trans	SPNCRNA.1264	non_coding
SPCC576.02	chromosome_3	2117330	2125061	cis	SPCC576.02	NA
SPCC576.06c	chromosome_1	3554341	3745734	trans	SPAC15A10.05c	coding
SPCC576.13	chromosome_3	2087770	2123837	cis	SPCC576.13	NA
SPCC576.14	chromosome_3	2084276	2123837	cis	SPCC576.14	NA
SPCC576.16c	chromosome_2	3139222	3146912	trans	SPBC405.01	coding
SPCC576.16c	chromosome_3	2087770	2119802	cis	SPCC576.16c	NA
SPCC576.19c	chromosome_3	2117330	2125061	cis	SPCC576.19c	NA
SPCC584.01c	chromosome_2	3759342	3759840	trans	NA	NA
SPCC584.04	chromosome_3	2087770	2123837	trans	SPNCRNA.1265	non_coding
SPCC584.13	chromosome_3	1420516	1479235	cis	SPCC584.13	NA
SPCC584.13	chromosome_3	2102509	2119802	trans	SPCC576.14	coding
SPCC584.15c	chromosome_1	1867289	2055773	trans	SPAC17H9.07	coding
SPCC594.02c	chromosome_3	730564	736784	trans	SPCC18B5.07c	coding
SPCC594.02c	chromosome_3	2087770	2119802	trans	SPNCRNA.1264	non_coding
SPCC594.04c	chromosome_3	2087770	2119802	trans	SPNCRNA.1264	non_coding
SPCC594.05c	chromosome_3	2087770	2123837	trans	SPNCRNA.1265	non_coding
SPCC5E4.04	chromosome_1	2950891	3318540	trans	SPAC589.02c	coding
SPCC5E4.06	chromosome_3	2101294	2123837	trans	SPCC576.13	coding
SPCC5E4.10c	chromosome_2	2813594	2889260	trans	SPBP4H10.08	coding
SPCC61.02	chromosome_1	2925637	2955088	trans	SPNCRNA.861	non_coding
SPCC61.04c	chromosome_3	655654	677595	trans	SPCC5E4.06	coding
SPCC613.04c	chromosome_1	3440649	3556754	trans	SPAC1B1.02c	coding
SPCC613.10	chromosome_3	2087770	2123837	trans	SPCC126.02c	coding
SPCC613.12c	chromosome_3	2087770	2123837	trans	SPCC576.13	coding
SPCC622.01c	chromosome_3	2087770	2123837	trans	SPCC576.13	coding
SPCC622.10c	chromosome_3	2101294	2119802	trans	SPCC576.13	coding
SPCC622.11	chromosome_1	3440649	3456618	trans	SPAC3A11.10c	coding
SPCC622.16c	chromosome_3	2101294	2119802	trans	SPNCRNA.1263	non_coding
SPCC622.17	chromosome_3	1399858	1440881	cis	SPCC622.17	NA
SPCC622.19	chromosome_3	2084276	2123837	trans	SPCC576.14	coding
SPCC63.02c	chromosome_3	655654	681957	trans	SPCC16C4.06c	coding
SPCC63.11	chromosome_3	2102509	2123837	trans	SPCC126.02c	coding
SPCC645.06c	chromosome_3	655654	658266	trans	SPCC5E4.07	coding
SPCC645.10	chromosome_3	2084276	2123837	trans	SPCC576.13	coding
SPCC645.11c	chromosome_3	2102509	2125061	trans	SPCC576.14	coding
SPCC663.08c	chromosome_3	2087770	2123837	trans	SPCC576.13	coding
SPCC663.10	chromosome_1	3321289	3456618	trans	SPAC3A11.14c	coding
SPCC70.03c	chromosome_1,chromosome_1	2665053,4602196	3318540,4949138	trans	SPNCRNA.74	non_coding
SPCC70.03c	chromosome_3	277567	286478	trans	SPNCRNA.1125	non_coding
SPCC70.05c	chromosome_1	3443342	3745734	trans	SPAC16E8.01	coding
SPCC70.06	chromosome_1	3315647	3326503	trans	SPAC2E1P5.02c	coding
SPCC70.08c	chromosome_3	2087770	2119802	trans	SPNCRNA.1264	non_coding
SPCC70.12c	chromosome_3	2101294	2123837	trans	SPCC576.13	coding
SPCC736.04c	chromosome_1	3315647	3557103	trans	SPAC1B1.02c	coding
SPCC736.06	chromosome_1	3443342	3556754	trans	SPAC1B1.02c	coding
SPCC736.11	chromosome_1	2925637	3326503	trans	SPAC31G5.08	coding
SPCC736.12c	chromosome_3	2101294	2104480	trans	SPCC576.13	coding
SPCC736.14	chromosome_3	2102509	2119802	trans	SPCC126.02c	coding
SPCC737.03c	chromosome_1	5426621	5449783	trans	SPNCRNA.28	non_coding
SPCC737.04	chromosome_3	2087770	2123837	trans	SPNCRNA.1265	non_coding
SPCC737.06c	chromosome_1	3315647	3326503	trans	SPAPB1E7.11c	coding
SPCC737.07c	chromosome_3	2084276	2119802	trans	SPNCRNA.1264	non_coding
SPCC74.02c	chromosome_2	2330408	2364604	trans	SPNCRNA.1505	non_coding
SPCC74.04	chromosome_3	2101294	2104480	trans	SPCC576.13	coding
SPCC757.02c	chromosome_3	2117330	2123837	trans	SPCC126.02c	coding
SPCC757.03c	chromosome_1	2545110	2561529	trans	SPNCRNA.836	non_coding
SPCC757.04	chromosome_1	2925637	3326503	trans	SPNCRNA.74	non_coding
SPCC757.06	chromosome_1	3443342	3745734	trans	SPAC1B1.02c	coding
SPCC757.07c	chromosome_1	3556754	3745734	trans	SPAC15A10.05c	coding
SPCC757.09c	chromosome_1	2925637	3326503	trans	SPNCRNA.873	non_coding
SPCC757.12	chromosome_3	655654	681957	trans	SPCC5E4.06	coding
SPCC777.02	chromosome_3	2087770	2123837	trans	SPCC126.04c	coding
SPCC777.07	chromosome_1	3440649	3557103	trans	SPAC17A2.02c	coding
SPCC777.11	chromosome_3	2117330	2123837	trans	SPCC126.04c	coding
SPCC790.02	chromosome_1,chromosome_1	2810876,3315647	2813185,3326503	trans	SPAC2E1P5.02c	coding
SPCC794.01c	chromosome_3	2078298	2101881	trans	SPCC576.13	coding
SPCC794.03	chromosome_3	2076980	2081191	trans	SPCPB1C11.03	coding
SPCC794.06	chromosome_3	224356	234982	cis	SPCC794.06	NA
SPCC794.07	chromosome_3	224356	234982	cis	SPCC794.07	NA
SPCC794.08	chromosome_3	210364	234982	cis	SPCC794.08	NA
SPCC794.10	chromosome_3	224356	234982	trans	SPCC548.05c	coding
SPCC794.11c	chromosome_3	224356	234982	trans	SPCC548.05c	coding
SPCC825.01	chromosome_3	2102509	2123837	trans	SPCC576.14	coding
SPCC825.02	chromosome_1	3440649	3557103	trans	SPNCRNA.909	non_coding
SPCC825.04c	chromosome_3	1181962	1206829	cis	SPCC825.04c	NA
SPCC830.05c	chromosome_3	2087770	2104480	trans	SPCC576.15c	coding
SPCC895.03c	chromosome_3	2101294	2123837	trans	SPCC126.02c	coding
SPCC895.06	chromosome_3	2087770	2123837	trans	SPCC576.13	coding
SPCC895.07	chromosome_1	3440649	3557103	trans	SPAC16E8.09	coding
SPCC895.08c	chromosome_1	5161435	5202829	trans	SPAC26F1.01	coding
SPCC962.02c	chromosome_3	2101294	2123837	trans	SPCC126.02c	coding
SPCC962.05	chromosome_3	767970	777516	trans	SPCC1020.06c	coding
SPCC965.03	chromosome_1	5448529	5451430	trans	SPAC1039.02	coding
SPCC965.05c	chromosome_1	3315647	3442884	trans	SPAC3H5.04	coding
SPCC965.06	chromosome_1	3321289	3456618	trans	SPAC26A3.01	coding
SPCC965.07c	chromosome_1	3315647	3326503	trans	SPAPB1E7.09	coding
SPCC965.08c	chromosome_1	2569788	2604820	trans	SPAC4A8.12c	coding
SPCC965.08c	chromosome_1	2810876	2955088	trans	SPNCRNA.863	non_coding
SPCC970.01	chromosome_3	2087770	2119802	trans	SPCC576.05	coding
SPCC970.03	chromosome_3	2117330	2123837	trans	SPNCRNA.1265	non_coding
SPCC970.04c	chromosome_3	676403	709290	trans	SPCC16C4.15	coding
SPCP1E11.02	chromosome_3	2087770	2104480	trans	SPCC576.07	coding
SPCP1E11.03	chromosome_1	4288609	4467160	trans	SPAC27F1.05c	coding
SPCP1E11.03	chromosome_3	2087770	2119802	trans	SPNCRNA.1264	non_coding
SPCP1E11.08	chromosome_1	596119	619866	trans	SPAC1F3.01	coding
SPCP1E11.11	chromosome_1	512086	619866	trans	SPAC1F3.01	coding
SPCP20C8.02c	chromosome_3	2382301	2452883	trans	SPCC1827.07c	coding
SPCP20C8.03	chromosome_3	2382301	2452883	trans	SPCC1827.07c	coding
SPCP25A2.02c	chromosome_3	2101294	2119802	trans	SPCC576.13	coding
SPCP25A2.03	chromosome_3	2087770	2123837	trans	SPCC126.02c	coding
SPCP31B10.02	chromosome_3	1185573	1209512	trans	SPCC550.04c	coding
SPCP31B10.06	chromosome_3	516296	527896	cis	SPCP31B10.06	NA
SPCP31B10.07	chromosome_3	506126	563455	cis	SPCP31B10.07	NA
SPCPB16A4.05c	chromosome_3	655654	658266	trans	SPCC16C4.19	coding
SPCPB1C11.03	chromosome_3	2078298	2084775	cis	SPCPB1C11.03	NA
SPCPJ732.02c	chromosome_3	2087770	2123837	trans	SPNCRNA.1265	non_coding
SPCPJ732.03	chromosome_1	3315647	3326503	trans	SPAPB1E7.11c	coding
SPCPJ732.03	chromosome_3	2101294	2119802	trans	SPNCRNA.1264	non_coding
