SPAC977.18	YBL029C-A
SPBC6B1.04	YDR439W
SPBC6B1.05c	YHR171W
SPBC6B1.06c	YBR058C
SPBC6B1.07	YBR055C
SPBC6B1.08c	YER049W
SPBC6B1.12c	YBR111W-A
SPBC6B1.09c	YDR369C
SPBC6B1.10	YDR364C
SPBC3E7.01	YFR019W
SPBC3E7.02c	YBR072W
SPBC3E7.02c	YDR171W
SPBC3E7.05c	YKR016W
SPBC3E7.06c	YBR293W
SPBC3E7.06c	YMR088C
SPBC3E7.07c	YPL225W
SPBC3E7.08c	YGR258C
SPBC3E7.09	YOR154W
SPBC3E7.10	YLR244C
SPBC3E7.11c	YER048C
SPBC3E7.11c	YIR004W
SPBC3E7.12c	YBL061C
SPBC3E7.13c	YGR129W
SPBC3E7.15c	YHL003C
SPBC3E7.15c	YKL008C
SPBC3E7.14	YPR182W
SPBC3E7.16c	YNL104C
SPBC3E7.16c	YOR108W
SPBC4F6.04	YOL127W
SPBC4F6.05c	YLR080W
SPBC4F6.05c	YFL048C
SPBC4F6.06	YLR096W
SPBC4F6.06	YDR122W
SPBC4F6.07c	YBR142W
SPBC4F6.08c	YML009C
SPBC4F6.09	YHL040C
SPBC4F6.09	YHL047C
SPBC4F6.09	YOL158C
SPBC4F6.09	YKR106W
SPBC4F6.09	YCL073C
SPBC4F6.09	YEL065W
SPBC4F6.10	YML097C
SPBC4F6.11c	YML096W
SPBC4F6.12	YKR090W
SPBC4F6.13c	YMR049C
SPBC4F6.14	YPL043W
SPBC4F6.15c	YML095C
SPBC4F6.16c	YML130C
SPSNORNA.26	YNCA0003W
SPBC4F6.17c	YDR258C
SPBC4F6.18c	YDL137W
SPBC4F6.18c	YDL192W
SPBC18A7.02c	YKL039W
SPBC18A7.02c	YHL017W
SPBC336.02	YPL266W
SPBC336.03	YLR310C
SPBC336.04	YDL102W
SPBC336.06c	YMR234W
SPBC336.07	YAL001C
SPBC336.08	YMR117C
SPBC336.09c	YJL025W
SPBC336.10c	YJR047C
SPBC336.10c	YEL034W
SPBC336.11	YDR484W
SPBC336.12c	YLR182W
SPBC336.13c	YMR035W
SPBC336.14c	YKL025C
SPBC336.15	YBR156C
SPBC685.02	YBR163W
SPBC685.04c	YJR058C
SPBC685.05	YNL038W
SPBC685.06	YGR214W
SPBC685.06	YLR048W
SPBC685.07c	YHR010W
SPBC685.07c	YDR471W
SPBC685.09	YBR060C
SPBC32F12.01c	YER019W
SPBC32F12.02	YGL213C
SPBC32F12.03c	YKL026C
SPBC32F12.03c	YBR244W
SPBC32F12.03c	YIR037W
SPBC32F12.04	YLR212C
SPBC32F12.05c	YJR050W
SPBC32F12.06	YLR226W
SPBC32F12.07c	YMR187C
SPBC32F12.08c	YGL061C
SPBC32F12.10	YKL127W
SPBC32F12.10	YMR105C
SPBC32F12.11	YJL052W
SPBC32F12.11	YGR192C
SPBC32F12.11	YJR009C
SPBC32F12.15	YDR079C-A
SPBC32F12.12c	YMR071C
SPBC19C7.02	YGR184C
SPBC19C7.02	YLR024C
SPBC19C7.03	YJL005W
SPBC19C7.04c	YGR273C
SPBC19C7.04c	YMR295C
SPBC19C7.05	YDR003W
SPBC19C7.05	YBR005W
SPBC19C7.06	YHR020W
SPBC19C7.07c	YAR008W
SPBC19C7.08c	YOL141W
SPBC19C7.12c	YOR099W
SPBC19C7.12c	YKR061W
SPBC19C7.12c	YJL139C
SPBC19C7.12c	YDR483W
SPBC19C7.12c	YBR205W
SPBC19C7.12c	YBR199W
SPBC19C7.12c	YPL053C
SPBC19C7.11	YJR040W
SPBP19A11.01	YAL044C
SPBP19A11.03c	YHR027C
SPBP19A11.04c	YIL129C
SPAP19A11.05c	YNL005C
SPBP19A11.06	YMR176W
SPBP19A11.07c	YLR436C
SPBP4H10.03	YER154W
SPBP4H10.04	YML057W
SPBP4H10.04	YLR433C
SPBP4H10.05c	YOL052C
SPBP4H10.06c	YFR031C
SPBP4H10.08	YHR001W-A
SPBP4H10.09	YGL035C
SPBP4H10.09	YGL209W
SPBP4H10.09	YER028C
SPBP4H10.11c	YOR317W
SPBP4H10.11c	YIL009W
SPBP4H10.11c	YMR246W
SPBP4H10.12	YBR137W
SPBP4H10.13	YGR118W
SPBP4H10.13	YPR132W
SPBP4H10.15	YJL200C
SPBP4H10.15	YJL096W
SPBP4H10.16c	YOR043W
SPBP4H10.17c	YHR075C
SPBP4H10.20	YLR270W
SPBP4H10.20	YOR173W
SPBP4H10.21c	YDR489W
SPBC1703.01c	YBR257W
SPBC1703.02	YML127W
SPBC1703.03c	YDL063C
SPBC1703.04	YMR167W
SPBC1703.05	YNL207W
SPBC1703.06	YML088W
SPBC1703.08c	YER183C
SPBC1703.10	YFL038C
SPBC1703.12	YER098W
SPBC1703.12	YBL067C
SPBC1703.13c	YER053C
SPBC1703.13c	YJR077C
SPBC1703.14c	YOL006C
SPBC1703.15c	YLR396C
SPBC2A9.02	YLL056C
SPBC2A9.04c	YDR143C
SPBC2A9.05c	YDR084C
SPBC2A9.06c	YDL193W
SPBC2A9.08c	YLR268W
SPBC2A9.09	YOR281C
SPBC2A9.11c	YPR045C
SPBC2A9.12	YHR118C
SPBC2D10.03c	YCR090C
SPBC2D10.04	YJL084C
SPBC2D10.04	YKR021W
SPBC2D10.05	YBR056W
SPBC2D10.07c	YMR150C
SPBC2D10.08c	YML025C
SPBC2D10.09	YDR036C
SPBC2D10.10c	YDL014W
SPBC2D10.11c	YKR048C
SPBC2D10.12	YEL037C
SPBC2D10.13	YLR233C
SPBC2D10.14c	YAL029C
SPBC2D10.14c	YOR326W
SPBC2D10.15c	YHR189W
SPBC2D10.16	YOL086W-A
SPBC2D10.18	YGL119W
SPBC2D10.19c	YJL122W
SPBC2D10.20	YDR177W
SPBC15D4.03	YOR038C
SPBC15D4.04	YBR243C
SPBC15D4.05	YNR029C
SPBC15D4.06	YPR051W
SPBC15D4.07c	YDL149W
SPBC15D4.09c	YJR130C
SPBC15D4.09c	YML082W
SPBC15D4.09c	YLL058W
SPBC15D4.11c	YIL070C
SPBC15D4.15	YDL236W
SPBC13E7.01	YGR278W
SPBC13E7.02	YLR323C
SPBC13E7.03c	YOR359W
SPBC13E7.04	YDL004W
SPBC13E7.05	YJR013W
SPBC13E7.08c	YOR123C
SPBC13E7.09	YLR337C
SPBC13E7.10c	YGR246C
SPBC13E7.11	YGR101W
SPBC30D10.18c	YPL220W
SPBC30D10.18c	YGL135W
SPBC30D10.17c	YGR229C
SPBC30D10.16	YNL316C
SPBC30D10.15	YNL124W
SPBC30D10.14	YAL049C
SPBC30D10.13c	YBR221C
SPBC30D10.12c	YGR215W
SPBC30D10.11	YGR216C
SPBC30D10.10c	YJR066W
SPBC30D10.10c	YKL203C
SPBC30D10.08	YJR144W
SPBC30D10.07c	YDL141W
SPBC30D10.06	YER112W
SPBC30D10.21	YDR493W
SPBC30D10.05c	YIR035C
SPBC30D10.05c	YIR036C
SPBC30D10.04	YMR048W
SPBC30D10.03c	YOR155C
SPBC30D10.02	YDR397C
SPBC1778.01c	YGR285C
SPBC1778.02	YNL216W
SPBC1778.03c	YGL067W
SPBC1778.05c	YBR077C
SPBC1778.04	YDR052C
SPBC1778.06c	YDR129C
SPBC1778.07	YNL092W
SPBC1778.07	YMR209C
SPBC1778.08c	YLR370C
SPBC1778.10c	YDR490C
SPBC1778.10c	YOL100W
SPBC4C3.10c	YJL001W
SPBC4C3.09	YOR320C
SPBC4C3.08	YOR320C
SPBC4C3.06	YCR030C
SPBC4C3.05c	YOR341W
SPBC4C3.12	YCR065W
SPBC4C3.04c	YPR017C
SPBC4C3.03	YHR025W
SPBC405.01	YGL234W
SPBC405.03c	YML018C
SPBC405.03c	YDR438W
SPBC405.04c	YML001W
SPBC405.05	YMR159C
SPBC405.06	YLR090W
SPBC405.07	YMR194W
SPBC405.07	YPL249C-A
SPBC609.02	YNL128W
SPBC609.05	YML069W
SPBC776.01	YFR032C-A
SPBC776.02c	YER133W
SPBC776.03	YJR139C
SPBC776.04	YPR181C
SPBC776.05	YGR149W
SPBC776.06c	YOR129C
SPBC776.07	YIL070C
SPBC776.08c	YGR090W
SPBC776.09	YDL160C
SPBC776.10c	YNL041C
SPBC776.11	YGL103W
SPBC776.12c	YDL017W
SPBC776.13	YLR272C
SPBC776.14	YNR008W
SPBC776.15c	YDR148C
SPBC776.18c	YDR460W
SPBC776.17	YCL031C
SPBC21.01	YBR211C
SPBC21.02	YOR118W
SPBC21.04	YBR193C
SPBC21.05c	YGL197W
SPBC21.06c	YAR019C
SPBC21.07c	YJR059W
SPBC21.07c	YKL198C
SPBC19F8.03c	YGR241C
SPBC19F8.03c	YHR161C
SPBC19F8.04c	YGL085W
SPBC19F8.05	YOR158W
SPBC19F8.06c	YBR068C
SPBC19F8.06c	YBR069C
SPBC19F8.06c	YCL025C
SPBC19F8.06c	YDR046C
SPBC19F8.06c	YDR508C
SPBC19F8.06c	YGR191W
SPBC19F8.06c	YKR039W
SPBC19F8.06c	YNL268W
SPBC19F8.06c	YNL270C
SPBC19F8.06c	YOL020W
SPBC19F8.07	YDL108W
SPBC19F8.08	YJR145C
SPBC19F8.08	YHR203C
SPBC25H2.16c	YHR108W
SPBC25H2.16c	YDR358W
SPBC25H2.15	YOL022C
SPBC25H2.14	YKR030W
SPBC25H2.18	YDR231C
SPBC25H2.13c	YNL262W
SPBC25H2.12c	YJL111W
SPBC25H2.11c	YBR081C
SPBC25H2.10c	YGL232W
SPBC25H2.09	YFR011C
SPBC25H2.08c	YPL060W
SPBC25H2.08c	YOR334W
SPBC25H2.07	YMR260C
SPBC25H2.06c	YNL263C
SPBC25H2.05	YHR193C
SPBC25H2.04c	YDL217C
SPBC25H2.03	YLR386W
SPBC25H2.02	YIL078W
SPBC20F10.01	YHR089C
SPBC20F10.04c	YDL105W
SPBC20F10.06	YJL030W
SPBC20F10.07	YLR072W
SPBC20F10.07	YFL042C
SPBC20F10.07	YHR080C
SPBC20F10.07	YDR326C
SPBC20F10.08c	YMR185W
SPBC20F10.09	YER146W
SPBC20F10.10	YER059W
SPBC20F10.10	YIL050W
SPBC17D11.02c	YOL013C
SPBC17D11.03c	YJR111C
SPBC17D11.04c	YPR031W
SPBC17D11.05	YBR079C
SPBC17D11.06	YKL045W
SPBC17D11.07c	YIL075C
SPBC17D11.08	YPL247C
SPBC17D1.01	YDR464W
SPBC17D1.02	YKL191W
SPBC17D1.03c	YCR035C
SPBC17D1.04	YMR270C
SPBC17D1.06	YGL078C
SPBC17D1.07c	YPL242C
SPBC11C11.02	YMR032W
SPBC11C11.03	YIL144W
SPBC11C11.04c	YOR349W
SPBC11C11.05	YDL049C
SPBC11C11.05	YJL174W
SPBC11C11.07	YOL120C
SPBC11C11.07	YNL301C
SPBC11C11.09c	YPL131W
SPBC11C11.10	YNL292W
SPBC11C11.11c	YDR332W
SPBC3B8.11	YBL014C
SPBC3B8.10c	YHR004C
SPBC3B8.09	YDL153C
SPBC3B8.06	YCR061W
SPBC3B8.06	YNL237W
SPBC3B8.05	YIL103W
SPBC3B8.04c	YNR013C
SPBC3B8.04c	YCR037C
SPBC3B8.04c	YJL198W
SPBC3B8.10	YPL099C
SPBC3B8.03	YNR050C
SPBC3B8.02	YOR358W
SPBC3B8.01c	YDR376W
SPBC13A2.01c	YPL178W
SPBC13A2.02	YJL061W
SPBC13A2.03	YBR029C
SPBC13A2.04c	YKR093W
SPBC4B4.01c	YDR531W
SPBC4B4.02c	YPR155C
SPBC4B4.03	YGR056W
SPBC4B4.03	YLR357W
SPBC4B4.04	YGR054W
SPBC4B4.05	YFL017W-A
SPBC4B4.06	YJR102C
SPBC4B4.07c	YBR119W
SPBC4B4.08	YHR094C
SPBC4B4.08	YMR011W
SPBC4B4.08	YHR092C
SPBC4B4.08	YHR096C
SPBC4B4.08	YDR343C
SPBC4B4.08	YDR342C
SPBC4B4.08	YJL214W
SPBC4B4.08	YJL219W
SPBC4B4.08	YOL156W
SPBC4B4.08	YEL069C
SPBC4B4.08	YNL318C
SPBC4B4.08	YDL245C
SPBC4B4.08	YJR158W
SPBC4B4.08	YNR072W
SPBC4B4.08	YLR081W
SPBC4B4.08	YDR536W
SPBC4B4.08	YGR289C
SPBC4B4.09	YML046W
SPBC4B4.09	YDR235W
SPBC4B4.10c	YPL149W
SPBC4B4.11	YHR059W
SPBC2G2.01c	YCR028C
SPBC2G2.01c	YAL067C
SPBC2G2.02	YNL106C
SPBC2G2.02	YOR109W
SPBC2G2.03c	YER087C-B
SPBC2G2.03c	YER019C-A
SPBC2G2.04c	YER057C
SPBC2G2.04c	YIL051C
SPBC2G2.06c	YJR005W
SPBC2G2.05	YIL133C
SPBC2G2.05	YNL069C
SPBC2G2.07c	YPL118W
SPBC2G2.08	YBR084W
SPBC2G2.08	YGR204W
SPBC2G2.11	YLR195C
SPBC2G2.13c	YHR144C
SPBC2G2.12	YPR033C
SPBC2G2.15c	YGL136C
SPBC2G2.16	YER003C
SPBC2G2.17c	YIL123W
SPBC2G2.17c	YKR042W
SPBC2G2.17c	YJL116C
SPBC2G2.17c	YNL066W
SPBC1718.01	YFL009W
SPBC1718.02	YIL072W
SPBC1718.03	YDR156W
SPBC1718.04	YBL011W
SPBC1718.04	YKR067W
SPBC1718.05	YDR472W
SPBC1718.06	YOR211C
SPBC1718.07c	YLR136C
SPBC1718.07c	YDR151C
SPBPB7E8.02	YLR177W
SPBPB7E8.02	YDR505C
SPBC1105.01	YPL012W
SPBC1105.02c	YDL131W
SPBC1105.02c	YDL182W
SPBC1105.03c	YBL038W
SPBC1105.05	YLR300W
SPBC1105.05	YOR190W
SPBC1105.05	YDR261C
SPBC1105.06	YOR174W
SPBC1105.07c	YOL072W
SPBC1105.08	YLR083C
SPBC1105.08	YDR107C
SPBC1105.09	YDR054C
SPBC1105.10	YJR033C
SPBC1105.11c	YBR010W
SPBC1105.11c	YNL031C
SPBC1105.12	YBR009C
SPBC1105.12	YNL030W
SPBC1105.14	YDL020C
SPBC1105.15c	YHR067W
SPBC887.22	YJR010C-A
SPBC1105.16c	YIR015W
SPBC1105.17	YKL049C
SPBC1105.18c	YLR281C
SPBC887.01	YMR009W
SPBC887.02	YJR040W
SPBC887.03c	YLR002C
SPBC887.04c	YKL213C
SPBC887.05c	YIR005W
SPBC887.06c	YOR357C
SPBC887.07	YKL170W
SPBC887.09c	YOR353C
SPBC887.10	YLR006C
SPBC887.11	YPL212C
SPBC887.11	YGL063W
SPBC887.12	YAL026C
SPBC887.13c	YER061C
SPBC887.14c	YHR031C
SPBC887.14c	YML061C
SPBC887.15c	YDR297W
SPBC887.18c	YPL254W
SPBC887.19	YBL020W
SPBC418.01c	YBR248C
SPBC418.02	YDL040C
SPBC16D10.01c	YDR161W
SPBC16D10.02	YOL124C
SPBC16D10.03	YKR038C
SPBC16D10.04c	YHR164C
SPBC16D10.06	YGL255W
SPBC16D10.06	YLR130C
SPBC16D10.07c	YDL042C
SPBC16D10.07c	YOL068C
SPBC16D10.08c	YLL026W
SPBC16D10.09	YBR088C
SPBC16D10.10	YJL035C
SPBC16D10.11c	YDR450W
SPBC16D10.11c	YML026C
SPBC317.01	YPL089C
SPBC317.01	YBR182C
SPBP8B7.01c	YBR167C
SPBP8B7.01c	YGR030C
SPBP8B7.03c	YBR031W
SPBP8B7.03c	YDR012W
SPBP8B7.05c	YNL036W
SPBP8B7.06	YOL039W
SPBP8B7.06	YDR382W
SPBP8B7.07c	YPL165C
SPBP8B7.08c	YDR435C
SPBP8B7.09c	YKL205W
SPBP8B7.10c	YOR078W
SPBP8B7.11	YNR051C
SPBP8B7.12c	YPR046W
SPSNORNA.27	YNCD0010C
SPBP8B7.13	YNL054W
SPBP8B7.14c	YPR175W
SPBP8B7.15c	YKL059C
SPBP8B7.16c	YNL112W
SPBP8B7.17c	YPR121W
SPBP8B7.17c	YPL258C
SPBP8B7.17c	YOL055C
SPBP8B7.18c	YPR121W
SPBP8B7.18c	YPL258C
SPBP8B7.18c	YOL055C
SPBP8B7.20c	YNL061W
SPBP8B7.19	YGL207W
SPBP8B7.21	YER151C
SPBP8B7.22	YBL040C
SPBP8B7.23	YLR427W
SPBP8B7.24c	YBL078C
SPBP8B7.25	YDR304C
SPBP8B7.25	YHR057C
SPBP8B7.27	YJR036C
SPBP8B7.29	YNR033W
SPBP8B7.31	YER134C
SPBC19F5.02c	YDR324C
SPBC19F5.03	YKL212W
SPBC19F5.04	YER052C
SPBC19F5.05c	YGR103W
SPBC25D12.02c	YKR010C
SPBC25D12.02c	YJL076W
SPBC25D12.03c	YBR202W
SPBC25D12.04	YJL026W
SPBC25D12.04	YGR180C
SPBC25D12.05	YDR120C
SPBC13G1.01c	YNL137C
SPBC13G1.03c	YGL153W
SPBC13G1.05	YER140W
SPBC13G1.06c	YER048W-A
SPBC13G1.07	YDR126W
SPBC13G1.08c	YLR015W
SPBC13G1.09	YBR247C
SPBC13G1.10c	YGR271W
SPBC13G1.11	YKL196C
SPBC13G1.12	YKR035W-A
SPBC13G1.13	YPL122C
SPBC31F10.03	YER163C
SPBC31F10.04c	YER022W
SPBC31F10.06c	YPL218W
SPBC31F10.07	YCL034W
SPBC31F10.09c	YPR168W
SPBC31F10.10c	YMR100W
SPBC31F10.11c	YLR117C
SPBC31F10.12	YER007C-A
SPBC31F10.13c	YBL008W
SPBC31F10.14c	YJR140C
SPBC31F10.15c	YPL271W
SPBC31F10.16	YMR237W
SPBC31F10.16	YJL099W
SPBC31F10.16	YOR299W
SPBC31F10.16	YKR027W
SPBC21C3.01c	YLL040C
SPBC21C3.02c	YAL013W
SPBC21C3.03	YPL109C
SPBC21C3.04c	YDR115W
SPBC21C3.05	YDL043C
SPBC21C3.07c	YOR239W
SPBC21C3.08c	YLR438W
SPBC21C3.09c	YNL168C
SPBC21C3.10c	YBR153W
SPBC21C3.11	YMR067C
SPBC21C3.13	YOL121C
SPBC21C3.13	YNL302C
SPBC21C3.15c	YHR039C
SPBC21C3.16c	YGR063C
SPBC21C3.17c	YKL077W
SPBC21C3.18	YDL017W
SPBC21C3.19	YHR087W
SPBC23E6.01c	YHR086W
SPBC23E6.02	YOR191W
SPBC23E6.03c	YJR062C
SPBC23E6.04c	YJL109C
SPBC23E6.05	YDR101C
SPBC23E6.06c	YDR487C
SPBC23E6.07c	YOR217W
SPBC23E6.08	YDR137W
SPBC23E6.09	YBR112C
SPBC23E6.10c	YPR118W
SPBC211.01	YDR041W
SPBC211.02c	YDR416W
SPBC211.03c	YJR031C
SPBC211.03c	YEL022W
SPBC211.04c	YGL201C
SPBC211.05	YNL138W-A
SPBC211.07c	YEL012W
SPBC211.08c	YGR158C
SPBC1604.21c	YKL210W
SPBC1604.25	YER058W
SPBC1604.20c	YPL155C
SPBC1604.19c	YDR108W
SPBC1604.18c	YJL049W
SPBC1604.17c	YJR136C
SPBC1604.15	YHR188C
SPBC1604.14c	YHL007C
SPBC1604.13c	YCR003W
SPBC1604.11	YDR377W
SPBC1604.10	YDR308C
SPBC1604.09c	YOL080C
SPBC1604.08c	YNL189W
SPBC1604.07	YPL078C
SPBC1604.06c	YPR144C
SPBC1604.05	YBR196C
SPBC1604.04	YGR096W
SPBC1677.03c	YER086W
SPBC26H8.01	YGR144W
SPBC26H8.02c	YGR009C
SPBC26H8.02c	YMR017W
SPSNORNA.28	YNCI0001W
SPBC26H8.03	YGR157W
SPBC26H8.04c	YJR138W
SPBC26H8.05c	YDR075W
SPBC26H8.06	YDR098C
SPBC26H8.06	YER174C
SPBC26H8.14c	YLL009C
SPBC26H8.16	YBR269C
SPBC26H8.07c	YFL037W
SPBC26H8.08c	YER006W
SPBC26H8.09c	YFL049W
SPBC26H8.10	YOL021C
SPBC26H8.11c	YBL095W
SPBC26H8.12	YAL039C
SPBC32C12.03c	YLR096W
SPBC32C12.03c	YDR122W
SPBC3B9.01	YBR101C
SPBC3B9.02c	YOR148C
SPBC3B9.03	YDR292C
SPBC3B9.04	YDR316W
SPBC3B9.21	YOL149W
SPBC3B9.05	YKL084W
SPBC3B9.06c	YNR007C
SPBC3B9.07c	YOR340C
SPBC3B9.09	YLR417W
SPBC3B9.10	YMR197C
SPBC3B9.22c	YDR320C-A
SPBC3B9.11c	YGL044C
SPBC3B9.12	YDR246W
SPBC3B9.13c	YDL081C
SPBC3B9.13c	YDL130W
SPBC3B9.14c	YMR024W
SPBC3B9.16c	YKL057C
SPBC3B9.17	YPR067W
SPBC3B9.18c	YGR020C
SPBC3B9.19	YOR232W
SPBC215.01	YGR100W
SPBC215.02	YML094W
SPBC215.05	YDL022W
SPBC215.05	YOL059W
SPBC215.06c	YCR087C-A
SPBC215.07c	YLR455W
SPBC215.08c	YJR109C
SPBC215.09c	YPL028W
SPBC215.12	YKL173W
SPBC215.14c	YMR077C
SPBC215.15	YLR208W
SPBC1347.01c	YOR346W
SPBC1347.02	YLR449W
SPBC1347.02	YML074C
SPBC1347.04	YJL054W
SPBC1347.05c	YMR214W
SPBC1347.06c	YNL154C
SPBC1347.06c	YHR135C
SPBC1347.06c	YER123W
SPBC1347.07	YLR059C
SPBC1347.08c	YDR279W
SPBC1347.09	YOL096C
SPBC1347.10	YIL150C
SPBC1347.12	YHR129C
SPBC1347.13c	YOR201C
SPBC56F2.12	YLR355C
SPBC56F2.11	YNL277W
SPBC56F2.10c	YPL227C
SPBC56F2.09c	YOR303W
SPBC56F2.08c	YJR091C
SPBC56F2.08c	YPR042C
SPBC56F2.07c	YLR397C
SPBC56F2.04	YBL004W
SPBC56F2.03	YDR106W
SPBC56F2.02	YBR084C-A
SPBC56F2.02	YBL027W
SPBC56F2.14	YMR225C
SPBC1861.01c	YKL089W
SPBC1861.03	YEL053C
SPBC1861.04c	YMR268C
SPBC1861.07	YPL046C
SPBC1861.08c	YPL213W
SPBC1861.09	YNR047W
SPBC1861.09	YCR091W
SPBC14F5.02	YGR166W
SPBC14F5.03c	YER110C
SPBC14F5.04c	YCR012W
SPBC14F5.05c	YLR180W
SPBC14F5.05c	YDR502C
SPBC14F5.06	YDR091C
SPBC14F5.07	YIL030C
SPBC14F5.08	YOL135C
SPBC14F5.09c	YLR359W
SPBC14F5.11c	YDR425W
SPBC14F5.13c	YDR481C
SPBC3F6.01c	YGR123C
SPBC3F6.02c	YGL001C
SPBC3F6.03	YDR353W
SPBC3F6.03	YHR106W
SPBC3F6.04c	YDL148C
SPBC3F6.05	YDL240W
SPBC342.01c	YOR002W
SPBC342.02	YOR168W
SPBC342.03	YOL030W
SPBC342.04	YLR421C
SPBC342.05	YDR217C
SPBC342.06c	YLL002W
SPBC16G5.01	YFR052W
SPBC16G5.02c	YCR036W
SPBC16G5.04	YOR150W
SPBC16G5.05c	YER120W
SPBC16G5.05c	YBL091C-A
SPBC16G5.08	YDR354W
SPBC16G5.09	YGL203C
SPBC16G5.10	YDL111C
SPBC16G5.11c	YIL016W
SPBC16G5.12c	YLR234W
SPBC16G5.14c	YNL178W
SPBC16G5.15c	YNL068C
SPBC16G5.15c	YIL131C
SPBC16G5.16	YIL130W
SPBC16G5.18	YNL280C
SPBC1652.01	YDR169C
SPBC1652.02	YBR068C
SPBC1652.02	YBR069C
SPBC1652.02	YCL025C
SPBC1652.02	YDR046C
SPBC1652.02	YDR508C
SPBC1652.02	YGR191W
SPBC1652.02	YKR039W
SPBC1652.02	YNL268W
SPBC1652.02	YNL270C
SPBC1652.02	YOL020W
SPBC16A3.19	YNL136W
SPBC16A3.18	YBL051C
SPBC16A3.17c	YCL069W
SPBC16A3.17c	YGR224W
SPBC16A3.17c	YPR198W
SPBC16A3.17c	YKR105C
SPBC16A3.16	YJR034W
SPBC16A3.15c	YML085C
SPBC16A3.15c	YML124C
SPBC16A3.14	YJR101W
SPBC16A3.14	YDR347W
SPBC16A3.12c	YKL140W
SPBC16A3.11	YDR419W
SPBC16A3.11	YFR027W
SPBC16A3.10	YOR175C
SPBC16A3.09c	YGR048W
SPBC16A3.08c	YLR150W
SPBC16A3.07c	YNR009W
SPBC16A3.06	YGL243W
SPBC16A3.05c	YER107C
SPBC16A3.04	YIL093C
SPBC16A3.02c	YMR152W
SPBC16A3.01	YJR076C
SPBC543.03c	YMR106C
SPBC543.04	YHL023C
SPBC543.05c	YNL275W
SPBC543.06c	YHR169W
SPBC543.07	YOR231W
SPBC543.07	YPL140C
SPBC543.08	YGL126W
SPBC543.08	YDR319C
SPBC543.09	YMR089C
SPBC543.09	YER017C
SPBC543.10	YGL020C
SPBC16C6.01c	YDR257C
SPBC16C6.01c	YBR030W
SPBC16C6.02c	YLL040C
SPBC16C6.03c	YPL193W
SPBC16C6.05	YJR014W
SPBC16C6.06	YBL017C
SPBC16C6.06	YNR065C
SPBC16C6.06	YJL222W
SPBC16C6.06	YIL173W
SPBC16C6.07c	YKL145W
SPBC16C6.08c	YFR033C
SPBC16C6.09	YJR143C
SPBC16C6.11	YBL092W
SPBC16C6.12c	YKR063C
SPBC16C6.13c	YGL137W
SPBC244.02c	YDR449C
SPBC244.01c	YDL239C
SPBC244.01c	YNL225C
SPBC1539.01c	YLR312W-A
SPBC1539.03c	YHR018C
SPBC1539.04	YLL023C
SPBC1539.04	YLR064W
SPBC1539.04	YGR026W
SPBC1539.05	YER157W
SPBC1539.06	YGR037C
SPBC1539.07c	YDL168W
SPBC1539.08	YOR094W
SPBC1539.09c	YKL211C
SPBC1539.10	YER002W
SPBC1289.01c	YBL061C
SPBC1289.02c	YNL286W
SPBC1289.03c	YOR185C
SPBC1289.03c	YLR293C
SPBC1289.04c	YBL085W
SPBC1289.04c	YER114C
SPBC1289.05c	YHR039C-A
SPBC1289.06c	YGL107C
SPBC1289.07c	YPR110C
SPBC1289.08	YDL103C
SPBC1289.09	YGR033C
SPBC1289.10c	YER109C
SPBC1289.13c	YDR245W
SPBC1289.13c	YJL183W
SPBC8E4.04	YOR120W
SPBC8E4.04	YDR368W
SPBC8E4.12c	YGR146C
SPBC8E4.01c	YML123C
SPBP4G3.02	YAR071W
SPBP4G3.02	YHR215W
SPBP4G3.02	YDL024C
SPBP4G3.02	YBR093C
SPBP4G3.02	YBR092C
SPBP4G3.03	YCR076C
SPBPB2B2.01	YBR068C
SPBPB2B2.01	YBR069C
SPBPB2B2.01	YCL025C
SPBPB2B2.01	YDR046C
SPBPB2B2.01	YDR508C
SPBPB2B2.01	YGR191W
SPBPB2B2.01	YKR039W
SPBPB2B2.01	YNL268W
SPBPB2B2.01	YNL270C
SPBPB2B2.01	YOL020W
SPBPB2B2.02	YGR263C
SPBPB2B2.06c	YHR202W
SPBPB2B2.09c	YHR063C
SPBPB2B2.10c	YBR018C
SPBPB2B2.12c	YBR019C
SPBPB2B2.13	YBR020W
SPBPB2B2.13	YDR009W
SPBPB2B2.15	YGL258W
SPBPB2B2.15	YOR387C
SPBPB2B2.18	YBL029C-A
SPCC757.03c	YDR533C
SPCC757.03c	YPL280W
SPCC757.03c	YOR391C
SPCC757.03c	YMR322C
SPCC757.04	YOR337W
SPCC757.04	YLR098C
SPCC757.05c	YBR281C
SPCC757.07c	YDR256C
SPCC757.07c	YGR088W
SPCC757.15	YML129C
SPCC757.08	YDR280W
SPCC757.09c	YBR233W
SPCC757.09c	YBL032W
SPCC757.10	YKL119C
SPCC757.13	YJR152W
SPCC757.13	YLR004C
SPCC613.03	YLR250W
SPCC613.04c	YOR035C
SPCC613.05c	YDL191W
SPCC613.05c	YDL136W
SPCC613.06	YGL147C
SPCC613.06	YNL067W
SPCC613.07	YHR040W
SPCC613.08	YDR361C
SPCC613.09	YPL083C
SPCC613.10	YPR191W
SPCC330.01c	YBR114W
SPCC330.02	YJR052W
SPCC330.03c	YMR073C
SPCC330.20	YBR162W-A
SPCC330.05c	YEL021W
SPCC330.06c	YLR109W
SPCC330.08	YNL048W
SPCC330.09	YGR145W
